"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
"941702","Y","A","LEND LEASE INTERNATIONAL PTY LIMITED","FE","","SHAREHOLDER","04/1997","E","Y","N","FOREIGN ENTITY"
"941702","","B","LEND LEASE CORPORATION LIMITED","FE","LEND LEASE INTERNATIONAL PTY LTD","SHAREHOLDER: ORDINARY SHARES","04/1965","E","Y","N","FOREIGN ENTITY"
"941702","Y","A","LEAVER, RODNEY, FIELDING","I","","CHIEF EXECUTIVE OFFICER","08/2011","NA","Y","N","6228907"
"941702","Y","A","CONNOLLY, MICHAEL, DOUGLAS","I","","CHIEF OPERATING OFFICER/ CHIEF FINANCIAL OFFICER, ASIA","02/2012","NA","N","N","6228909"
"941702","Y","A","YANG, AI CHIAN","I","","GENERAL COUNSEL, ASIA","09/2014","NA","N","N","6403357"
"941702","Y","A","Ramchandani, Jyoti","I","","MD, INVESTMENT MANAGEMENT ASIA","04/2015","NA","Y","N","6565457"
"949542","N","A","ABLON, BROOKE, WINFRED","I","","MEMBER","11/2010","D","Y","N","2626719"
"949542","N","A","LIPSON, PAUL, ADAM","I","","MEMBER","02/2012","D","Y","N","6059776"
"944461","Y","A","STRYCKER VIEW CAPITAL HOLDINGS LP","DE","","MANAGING MEMBER","08/2015","E","Y","N","30-0882043"
"944461","Y","A","WAHEED, USMAN, (NMN)","I","","MANAGING PARTNER / CCO","08/2015","NA","Y","N","4263426"
"944461","","B","STRYCKER VIEW CAPITAL GP LLC","DE","STRYCKER VIEW CAPITAL HOLDINGS LP","GENERAL PARTNER","08/2015","F","Y","N","47-4878730"
"944461","","B","WAHEED, USMAN, (NMN)","I","STRYCKER VIEW CAPITAL HOLDINGS LP","MANAGING PARTNER / LIMITED PARTNER","08/2015","E","Y","N","4263426"
"944461","","B","WAHEED, USMAN, (NMN)","I","STRYCKER VIEW CAPITAL GP LLC","MANAGING MEMBER","08/2015","E","Y","N","4263426"
"949493","N","A","INABA, TARO","I","","CHAIRMAN OF THE BOARD","06/2014","D","Y","N","6029529"
"949493","N","A","OLESIAK, WALTER","I","","CHIEF OPERATING OFFICER, SECRETARY, DIRECTOR","04/2014","C","Y","N","6460190"
"949081","N","A","BOULAIS, WAYNE, T.","I","","MANAGING MEMBER","03/2006","B","Y","N","6024078"
"949081","N","A","CHOW, LON, A.H.","I","","MANAGING MEMBER","03/2006","B","Y","N","6024080"
"949081","N","A","CORRIE, NANCY, LYNN","I","","MEMBER AND CFO","03/2006","NA","Y","N","2939290"
"949081","N","A","JOHNSON, JAMES, A.","I","","MEMBER","03/2006","A","N","N","6024081"
"949081","N","A","MIDDLEMAS, GEORGE, M.","I","","MANAGING MEMBER","03/2006","C","Y","N","6024082"
"949081","N","A","PAUKER, ARMANDO","I","","MANAGING MEMBER","03/2006","B","Y","N","6024903"
"945321","N","A","PELSKI, SHERRI, ANN","I","","CHIEF COMPLIANCE OFFICER","08/2015","A","Y","N","1851857"
"945321","N","A","ROTH, SOLOMON, BERNARD","I","","PRINCIPAL","08/2015","C","Y","N","6566418"
"945321","N","A","Carson, Scott, Michael","I","","PRINCIPAL","08/2015","C","Y","N","6566420"
"945321","N","A","Downing, John, Christian","I","","PRINCIPAL","08/2015","C","Y","N","6566425"
"945321","N","A","Yasuna, Jules, Andrew","I","","APPLICATIONS DESIGNER","08/2015","A","N","N","6566449"
"945321","N","A","Prisco, Frank, James","I","","PORTFOLIO MANAGER","08/2015","A","N","N","6566450"
"949571","Y","A","PERIMETER CAPITAL CORPORATION DBA PERIMETER ADVISORS","DE","","MEMBER OF GENERAL PARTNER","06/2012","NA","N","N","36-3970609"
"949571","Y","A","GREGG A. KAPLAN REVOCABLE TRUST, GREGG A. KAPLAN TRUSTEE","DE","","MEMBER OF GENERAL PARTNER","06/2013","A","N","N","xxx-xx-xxxx"
"949571","Y","A","CORRIE, NANCY, LYNN","I","","CFO","12/2011","NA","Y","N","2939290"
"949571","Y","A","WEISS, IRA, S","I","","MEMBER AND MANAGER OF REGISTRANT AND GENERAL PARTNER","12/2011","C","Y","N","2482069"
"949571","Y","A","TURNER, GUY, H","I","","MEMBER AND MANAGER OF REGISTRANT AND GENERAL PARTNER","12/2011","B","Y","N","6306387"
"949571","","B","GREGG A. KAPLAN REVOCABLE TRUST, GREGG A. KAPLAN TRUSTEE","DE","HYDE PARK VENTURE ASSOCIATES, LLC","MEMBER OF GENERAL PARTNER","06/2013","F","N","N","xxx-xx-xxxx"
"949571","Y","A","BARNES, GREGORY, CHARLES","I","","PRINCIPAL","07/2014","A","N","N","4408035"
"949571","Y","A","KOPP, TIMOTHY, B","I","","ADVISOR","07/2014","NA","N","N","6369088"
"945830","Y","A","SQN INVESTORS (GP) LLC","DE","","GENERAL PARTNER","04/2014","NA","Y","N","46-5566781"
"945830","Y","A","MEHTA, AMISH","I","","CHIEF INVESTMENT OFFICER","04/2014","E","Y","N","6334838"
"945830","","B","MEHTA, AMISH","I","SQN INVESTORS (GP) LLC","MANAGER","01/2014","E","Y","N","6334838"
"945830","Y","A","SMITH, SCOTT, RANDALL","I","","CHIEF FINANCIAL OFFICER, CHIEF COMPLIANCE OFFICER","10/2015","NA","Y","N","2943398"
"949661","N","A","PELSKI, SHERRI, ANN","I","","CHIEF COMPLIANCE OFFICER","08/2015","A","Y","N","1851857"
"949661","N","A","ROTH, SOLOMON, BERNARD","I","","PRINCIPAL","08/2015","C","Y","N","6566418"
"949661","N","A","Carson, Scott, Michael","I","","PRINCIPAL","08/2015","C","Y","N","6566420"
"949661","N","A","Downing, John, Christian","I","","PRINCIPAL","08/2015","C","Y","N","6566425"
"949661","N","A","Yasuna, Jules, Andrew","I","","APPLICATIONS DESIGNER","08/2015","A","N","N","6566449"
"949661","N","A","Prisco, Frank, James","I","","PORTFOLIO MANAGER","08/2015","A","N","N","6566450"
"949349","N","A","GOULD, RICHARD, HANSON","I","","MANAGING MEMBER","09/2009","E","Y","N","1383572"
"942031","N","A","Lalwani, Tarana, Suresh","I","","DIRECTOR","10/2011","NA","Y","N","6562732"
"942031","N","A","Mirchandani, Gulu","I","","SHAREHOLDER","01/2010","D","Y","N","6562733"
"942031","N","A","Mirchandani, Sasha, Gulu","I","","DIRECTOR","01/2010","D","Y","N","6562734"
"949787","N","A","HOVDE, ERIC, DONALD","I","","PRESIDENT, CEO, MANAGING MEMBER","04/2002","E","Y","N","1714756"
"949787","N","A","Unger, Theresa, H","I","","CHIEF COMPLIANCE OFFICER","10/2015","NA","N","N","6567527"
"949561","N","A","DIXON, DONALD, ROSS","I","","MANAGING DIRECTOR","08/2015","D","Y","N","724469"
"949561","N","A","Yepez, Juan, Alberto","I","","MANAGING DIRECTOR","08/2015","D","Y","N","6566919"
"949749","N","A","KENNEDY, JAMES, GORDON","I","","MANAGING MEMBER & CHIEF COMPLIANCE OFFICER","12/2014","D","Y","N","4569619"
"949749","N","A","BURTON, ANGUS, MCPHEE","I","","MANAGING MEMBER","12/2014","C","Y","N","1056399"
"946440","N","A","FLAMHOLZ, ABBY, I","I","","CHIEF EXECUTIVE OFFICER","10/2012","D","Y","N","2670465"
"946440","N","A","WERTENTHEIL, DAVID, ALEXANDER","I","","MEMBER","10/2012","C","Y","N","4434065"
"946440","N","A","DE MONTILLE, ANDREW, BERNARD","I","","CHIEF COMPLIANCE OFFICER","10/2012","A","Y","N","4826056"
"949800","N","A","FANN, EMERSON, S","I","","MANAGING MEMBER, MANAGING PARTNER","06/2015","E","Y","N","3106612"
"949800","N","A","BATTIN, PETER, RAMSAY","I","","MEMBER, PARTNER","06/2015","NA","Y","N","3121931"
"949800","N","A","Cobb, Benjamin, Tyler","I","","MEMBER, PARTNER","06/2015","NA","Y","N","6567429"
"949972","Y","A","NUSSEIBEH, SAKER, ANWAR","I","","DIRECTOR, CHIEF EXECUTIVE OFFICER","06/2009","NA","Y","N","4354094"
"949972","Y","A","STEEL, HARRIET, ANNE","I","","DIRECTOR, HEAD OF BUSINESS DEVELOPMENT","11/2011","NA","Y","N","6039040"
"949972","Y","A","HERMES FUND MANAGERS LIMITED","FE","","SHAREHOLDER","02/1995","E","Y","N","FOREIGN"
"949972","","B","BRITEL FUND TRUSTEES LIMITED","FE","HERMES FUND MANAGERS LIMITED","SOLE SHAREHOLDER","12/1982","E","Y","N","FOREIGN"
"949972","","B","BRITEL FUND NOMINEES LIMITED","FE","BRITEL FUND TRUSTEES LIMITED","SOLE SHAREHOLDER","03/1983","E","Y","N","FOREIGN"
"949972","","B","BRITEL FUND TRUSTEES LIMITED","FE","BRITEL FUND NOMINEES LIMITED","SOLE SHAREHOLDER","03/1983","E","Y","N","FOREIGN"
"949972","","B","BT PENSION SCHEME TRUSTEES LIMITED","FE","BRITEL FUND TRUSTEES LIMITED / BRITEL FUND NOMINEES LIMITED","CORPORATE TRUSTEE","03/1983","E","Y","N","FOREIGN"
"949972","Y","A","SIMMS, ASHLEIGH, LORRAINE","I","","CHIEF COMPLIANCE OFFICER","03/2014","NA","N","N","6312577"
"949972","Y","A","MOUSLEY, EMILY, ANN","I","","DIRECTOR","01/2015","NA","Y","N","6462196"
"949972","Y","A","Kennedy, Ian, Marshall","I","","DIRECTOR","09/2015","NA","Y","N","6566903"
"948537","Y","A","ALTAS MED GP CORPORATION","FE","","GENERAL PARTNER","07/2015","E","Y","N","FOREIGN"
"948537","","B","LRGP CORP.","FE","ALTAS GENERAL PARTNER CORPORATION","SHAREHOLDER","06/2014","E","Y","N","FOREIGN"
"948537","","B","LISMORE ROAD HOLDINGS CORPORATION","FE","LRGP CORP.","SHAREHOLDER","06/2014","E","Y","N","FOREIGN"
"948537","","B","SHEINER, ANDREW, JONATHAN","I","LISMORE ROAD HOLDINGS CORPORATION","SHAREHOLDER","06/2012","E","Y","N","5453980"
"948537","Y","A","ALTAS PARTNERS LP","FE","","LIMITED PARTNER","07/2015","E","N","N","FOREIGN"
"948537","","B","ALTAS GENERAL PARTNER CORPORATION","FE","ALTAS MED GP CORPORATION","SHAREHOLDER","07/2015","E","Y","N","FOREIGN"
"948537","","B","AP FOUNDERS LP","FE","ALTAS PARTNERS LP","LIMITED PARTNER","12/2013","E","N","N","FOREIGN"
"948537","","B","ALTAS GENERAL PARTNER CORPORATION","FE","AP FOUNDERS LP","GENERAL PARTNER","06/2012","F","Y","N","FOREIGN"
"944288","N","A","STOTZ, MANUEL","I","","DESIGNATED MEMBER","03/2013","E","Y","N","6462588"
"944288","N","A","NELSON, PATRICK, HOWARD","I","","DESIGNATED MEMBER","03/2013","NA","Y","N","2466935"
"944288","N","A","MCNAUGHTON, CONOR","I","","CHIEF OPERATING OFFICER","11/2014","NA","Y","N","6462591"
"945841","Y","A","GREENIG, DOUGLAS, SCOTT","I","","PARTNER","01/2015","NA","Y","N","2551476"
"945841","Y","A","DENISON, DAVID, GEORGE TAYLOR","I","","PARTNER","01/2015","NA","Y","N","6556648"
"945841","Y","A","NICHOLLS, SIMON, JONATHAN","I","","PARTNER","01/2015","NA","Y","N","6556650"
"945841","Y","A","BRUMMER & PARTNERS (UK) LIMITED","FE","","PARTNER","01/2015","C","Y","N","FOREIGN"
"945841","Y","A","FLORIN COURT CAPITAL (UK) LIMITED","FE","","PARTNER","01/2015","E","Y","N","FOREIGN"
"945841","","B","FLORIN COURT CAPITAL INTERMEDIATE LIMITED","FE","FLORIN COURT CAPITAL (UK) LIMITED","OWNER","01/2015","E","N","N","FOREIGN"
"945841","","B","FLORIN COURT CAPITAL (CAYMAN) LP","FE","FLORIN COURT CAPITAL INTERMEDIATE LIMITED","OWNER","01/2015","E","N","N","FOREIGN"
"945841","","B","FLORIN COURT CAPITAL (CAYMAN) GP LTD","FE","FLORIN COURT CAPITAL (CAYMAN) LP","GENERAL PARTNER","01/2015","F","N","N","FOREIGN"
"945841","","B","B&P ASSET MANAGEMENT (BERMUDA) LIMITED","FE","FLORIN COURT CAPITAL (CAYMAN) GP LTD","OWNER","01/2015","C","N","N","FOREIGN"
"945841","","B","BRUMMER & PARTNERS AB","FE","B&P ASSET MANAGEMENT (BERMUDA) LIMITED","OWNER","03/2003","E","N","N","FOREIGN"
"945841","","B","PPB HOLDING AB","FE","BRUMMER & PARTNERS AB","OWNER","09/2011","C","N","N","FOREIGN"
"945841","","B","GREENIG, DOUGLAS, SCOTT","I","FLORIN COURT CAPITAL (CAYMAN) LP","OWNER","01/2015","E","N","N","2551476"
"945841","","B","GREENIG, DOUGLAS, SCOTT","I","FLORIN COURT CAPITAL (CAYMAN) GP LTD","OWNER","01/2015","D","Y","N","2551476"
"945841","","B","BRUMMER, PATRIK, PERSSON","I","PPB HOLDING AB","OWNER","01/2011","E","Y","N","6566709"
"945841","Y","A","VINITSKY, ANTHONY, ALEXANDER","I","","PARTNER","01/2015","NA","Y","N","6568180"
"945841","","B","BRUMMER & PARTNERS AB","FE","BRUMMER & PARTNERS (UK) LIMITED","OWNER","03/2003","E","Y","N","FOREIGN"
"943962","Y","A","IIFL WEALTH MANAGEMENT LTD.","FE","","OWNER","08/2011","E","Y","N","FOREIGN ENTITY"
"943962","","B","IIFL HOLDINGS LTD.","FE","IIFL WEALTH MANAGEMENT, LTD","OWNER","08/2010","E","Y","N","FOREIGN ENTITY"
"943962","Y","A","Vakil, Sarju","I","","DIRECTOR","09/2011","NA","Y","N","6567116"
"943962","Y","A","SHAH, PARAG","I","","DIRECTOR","11/2011","NA","Y","N","5727743"
"943962","Y","A","Parekh, Mihir","I","","DIRECTOR","11/2011","NA","Y","N","6567118"
"946490","Y","A","HALL, NICHOLAS, CHARLES DALTON","I","","DIRECTOR","12/2010","NA","Y","N","5907822"
"946490","Y","A","THOMSON, COLIN, ROY","I","","CHIEF FINANCIAL OFFICER, DIRECTOR","11/2007","NA","Y","N","5512814"
"946490","Y","A","CHARRINGTON, NICHOLAS, JAMES","I","","DIRECTOR","10/2011","NA","Y","N","5907824"
"946490","Y","A","WEBB, RICHARD, MICHAEL","I","","DIRECTOR","06/2011","NA","Y","N","2340571"
"946490","Y","A","FISHWICK, JAMES, EDWARD","I","","DIRECTOR","12/2011","NA","Y","N","6032004"
"946490","","B","BLACKROCK, INC.","DE","BLACKROCK HOLDCO 2, INC.","SOLE SHAREHOLDER","09/2006","E","Y","Y","32-0174431"
"946490","","B","BLACKROCK HOLDCO 2, INC.","DE","BLACKROCK FINANCIAL MANAGEMENT, INC.","SOLE SHAREHOLDER","09/2006","E","Y","N","68-0635711"
"946490","","B","BLACKROCK FINANCIAL MANAGEMENT, INC","DE","BLACKROCK INTERNATIONAL HOLDINGS, INC.","SOLE SHAREHOLDER","03/2015","E","Y","N","107105"
"946490","Y","A","YOUNG, MARGARET, ANNE","I","","DIRECTOR","09/2014","NA","Y","N","6402961"
"946490","","B","BLACKROCK INTERNATIONAL HOLDINGS, INC.","DE","BR JERSEY INTERNATIONAL HOLDINGS, L.P.","GENERAL PARTNER","12/2009","F","Y","N","06-1543710"
"946490","","B","BR JERSEY INTERNATIONAL HOLDINGS, L.P.","FE","BLACKROCK GROUP LIMITED","SOLE SHAREHOLDER (A SHARES)","12/2009","E","Y","N","FOREIGN"
"946490","Y","A","BLUMER, DAVID, JAKOB","I","","DIRECTOR","03/2014","NA","Y","N","4945886"
"946490","Y","A","DE FREITAS, ELEANOR, JUDITH","I","","DIRECTOR","04/2014","NA","Y","N","6327247"
"946490","Y","A","HANDLING, ERICA, LOUISE","I","","GENERAL COUNSEL","05/2015","NA","Y","N","6512460"
"946490","Y","A","OLSON, PATRICK, MICHAEL","I","","DIRECTOR","06/2015","NA","Y","N","2769513"
"946490","Y","A","OLSON, PATRICK, MICHAEL","I","","CHIEF OPERATING OFFICER","03/2015","NA","Y","N","2769513"
"946490","Y","A","MCMAHON, ENDA, THOMAS","I","","CHIEF COMPLIANCE OFFICER","07/2015","NA","Y","N","5646104"
"946490","Y","A","BLUMER, DAVID, JAKOB","I","","CHIEF EXECUTIVE OFFICER","07/2013","NA","Y","N","4945886"
"948869","N","A","Ebbel, Matthew, Christopher","I","","CEO","09/2015","E","Y","N","6565327"
"950181","Y","A","SW7 SERVICES (UK) LIMITED","FE","","DESIGNATED MEMBER","07/2014","D","Y","N","FOREIGN"
"950181","Y","A","TEGEDER, ROLAND, W","I","","DESIGNATED MEMBER","07/2014","B","Y","N","6550458"
"950181","Y","A","SHARP, RICHARD, SIMON","I","","MEMBER","09/2014","B","Y","N","1755093"
"950181","Y","A","CHRISTOFIDES, NICOS","I","","MEMBER","09/2014","B","Y","N","6550462"
"950181","","B","SW7 ASSET MANAGEMENT HOLDINGS LP","FE","SW7 SERVICES (UK) LIMITED","SHAREHOLDER","07/2014","E","N","N","FOREIGN"
"950181","","B","SW7 ASSET MANAGEMENT GP LIMITED","FE","SW7 ASSET MANAGEMENT HOLDINGS LP","GENERAL PARTNER OF SW7 ASSET MANAGEMENT HOLDINGS LP","06/2014","E","N","N","FOREIGN"
"950181","","B","SW7 HOLDINGS LIMITED","FE","SW7 ASSET MANAGEMENT GP LIMTIED","SHAREHOLDER","06/2014","E","N","N","FOREIGN"
"945839","Y","A","BLUM, RICHARD, CHARLES","I","","DIRECTOR (PAG HOLDINGS LIMITED)","07/2010","B","N","N","4355275"
"945839","Y","A","MILLER, ANTHONY, MURRAY","I","","DIRECTOR PAG HOLDINGS LIMITED 12/2010, PACIFIC ALLIANCE GROUP ASSET MANAGEMENT LIMITED 07/2011, PAG ASIA CAPITAL LIMITED 02/2012","12/2010","NA","Y","N","1193403"
"945839","Y","A","TOPPINO, JON, PAUL","I","","DIRECTOR (PAG HOLDINGS LIMITED 12/2010, PACIFIC ALLIANCE REAL ESTATE LIMITED 08/2011, PAG ASIA CAPITAL LIMITED 02/2012)","12/2010","NA","Y","N","2544321"
"945839","Y","A","CASTLE ROAD HOLDINGS LIMITED","FE","","SHAREHOLDER (PAG HOLDINGS LIMITED)","09/2011","B","Y","N","FOREIGN"
"945839","Y","A","ROSEWORTH INVESTMENTS LIMITED","FE","","SHAREHOLDER (PAG HOLDINGS LIMITED)","03/2011","B","Y","N","FOREIGN"
"945839","Y","A","PRIMO ORIENT LIMITED (BVI)","FE","","SHAREHOLDER (PAG HOLDINGS LIMITED)","12/2010","B","N","N","FOREIGN"
"945839","Y","A","BCP AIV AAM, L.P.","FE","","SHAREHOLDER (PAG HOLDINGS LIMITED)","12/2010","B","N","N","FOREIGN"
"945839","Y","A","VALTONEN, HANNES, JOHN","I","","CHIEF COMPLIANCE OFFICER (PAG HOLDINGS LIMITED)","12/2010","NA","Y","N","6039173"
"945839","Y","A","CRANE, DEREK, ROY","I","","DIRECTOR AND GROUP CHIEF OPERATING OFFICER (PAG HOLDINGS LIMITED)","12/2010","NA","Y","N","6039156"
"945839","Y","A","SHAN, WEIJIAN","I","","DIRECTOR 07/2010 AND CHAIRMAN 12/2010 (PAG HOLDINGS LIMITED)","07/2010","NA","Y","N","6039157"
"945839","Y","A","GRADEL, CHRISTOPHER, MARCUS","I","","DIRECTOR AND CHIEF EXECUTIVE OFFICER (PAG HOLDINGS LIMITED)","07/2010","NA","Y","N","6039159"
"945839","","B","SHAN, WEIJIAN","I","ROSEWORTH INVESTMENTS LIMITED (SAMOA)","SHAREHOLDER","04/2005","E","Y","N","6039157"
"945839","","B","GRADEL, CHRISTOPHER, MARCUS","I","NERINE TRUST COMPANY (BVI) LIMITED","BENEFICIAL OWNER THROUGH TRUST","10/2011","E","Y","N","6039159"
"945839","Y","A","LEWIS, JON, ROBERT","I","","DIRECTOR AND  GROUP GENERAL COUNSEL (PAG HOLDINGS LIMITED)","06/2010","NA","Y","N","6040175"
"945839","","B","GEICKE, HORST, JOACHIM FRANZ","I","KNIGHTSBRIDGE ASIA LTD","SHAREHOLDER","06/2008","E","Y","N","6040412"
"945839","Y","A","KIM, DAVID, JAEMIN","I","","DIRECTOR PAG (SHANGHAI) INVESTMENT CONSULTING CO., LTD. 11/2010; PAG ASIA CAPITAL (HK) LIMITED 03/2012","11/2010","NA","Y","N","1960027"
"945839","Y","A","LIU, ZHANYUN","I","","DIRECTOR (PACIFIC ALLIANCE INVESTMENT MANAGEMENT (HK) LIMITED)","05/2006","NA","Y","N","3116968"
"945839","Y","A","BOOT, PATRICK, JAMES","I","","DIRECTOR (PACIFIC ALLIANCE REAL ESTATE LIMITED)","08/2007","NA","Y","N","6044952"
"945839","Y","A","KNAPP, ROBERT, CHRISTOPHER","I","","DIRECTOR  (PACIFIC ALLIANCE GROUP ASSET MANAGEMENT LIMITED)","07/2011","NA","Y","N","4713494"
"945839","Y","A","CHIANG, YUN","I","","DIRECTOR ARC ADVISORS (HK) LIMITED","03/2012","NA","Y","N","6045876"
"945839","Y","A","FONG, HERMAN YAT WO","I","","DIRECTOR (PACIFIC ALLIANCE INVESTMENT MANAGEMENT (HK) LIMITED)","08/2011","NA","Y","N","6045880"
"945839","Y","A","XU, ZHAN","I","","DIRECTOR (PAG YAYU CHONGQING CAPITAL MANAGEMENT LIMITED)","12/2011","NA","Y","N","6045883"
"945839","Y","A","LU, WEI","I","","DIRECTOR (PAG YAYU CHONGQING CAPITAL MANAGEMENT LIMITED)","12/2011","NA","Y","N","6045884"
"945839","Y","A","TOPPINO, JON, PAUL","I","","DIRECTOR (SCJREP IV MANAGEMENT, LLC)","12/2008","NA","Y","N","2544321"
"945839","Y","A","CRANE, DEREK, ROY","I","","DIRECTOR PACIFIC ALLIANCE GROUP ASSET MANAGEMENT LIMITED 06/2011, PACIFIC ALLIANCE SPECIAL SITUATIONS MANAGEMENT LIMITED 05/2011","06/2011","NA","Y","N","6039156"
"945839","Y","A","CRANE, DEREK, ROY","I","","DIRECTOR (PACIFIC ALLIANCE-FF MANAGEMENT LIMITED 03/2011, PACIFIC ALLIANCE-W MANAGEMENT LIMITED 08/2010)","03/2011","NA","Y","N","6039156"
"945839","Y","A","CRANE, DEREK, ROY","I","","DIRECTOR (PAG ASIA CAPITAL LIMITED 02/2012, PAG ASIA CAPITAL GP I LIMITED 02/2012)","02/2012","NA","Y","N","6039156"
"945839","Y","A","SHAN, WEIJIAN","I","","DIRECTOR (PAG ASIA CAPITAL LIMITED)","02/2012","NA","Y","N","6039157"
"945839","Y","A","GRADEL, CHRISTOPHER, MARCUS","I","","DIRECTOR (PACIFIC ALLIANCE GROUP ASSET MANAGEMENT LIMITED 04/2007, PACIFIC ALLIANCE INVESTMENT MANAGEMENT (HK) LIMITED 03/2005)","04/2007","NA","Y","N","6039159"
"945839","Y","A","GRADEL, CHRISTOPHER, MARCUS","I","","DIRECTOR (PACIFIC ALLIANCE REAL ESTATE LIMITED 08/2007)","08/2007","NA","Y","N","6039159"
"945839","Y","A","GRADEL, CHRISTOPHER, MARCUS","I","","DIRECTOR (PACIFIC ALLIANCE-FF MANAGEMENT LIMITED 03/2011, PACIFIC ALLIANCE-W MANAGEMENT LIMITED 08/2010)","08/2010","NA","Y","N","6039159"
"945839","Y","A","LEWIS, JON, ROBERT","I","","DIRECTOR PACIFIC ALLIANCE GROUP ASSET MANAGEMENT LIMITED 03/2007, PACIFIC ALLIANCE SPECIAL SITUATIONS MANAGEMENT LIMITED 12/2008","03/2007","NA","Y","N","6040175"
"945839","Y","A","LEWIS, JON, ROBERT","I","","DIRECTOR (PACIFIC ALLIANCE-FF MANAGEMENT LIMITED 07/2010, PACIFIC ALLIANCE-W MANAGEMENT LIMITED 06/2010)","07/2010","NA","Y","N","6040175"
"945839","Y","A","LEWIS, JON, ROBERT","I","","DIRECTOR (PAG ASIA CAPITAL GP I LIMITED 02/2012, PAG REAL ESTATE (HK) LIMITED 09/2011)","02/2012","NA","Y","N","6040175"
"945839","Y","A","KIM, DAVID, JAEMIN","I","","DIRECTOR (PAG INVESTMENT CONSULTING (BEIJING) CO., LTD.)","02/2012","NA","Y","N","1960027"
"945839","Y","A","PACIFIC ALLIANCE INVESTMENT MANAGEMENT LIMITED","FE","","SHAREHOLDER (PACIFIC ALLIANCE GROUP ASSET MANAGEMENT LIMITED)","04/2007","E","Y","N","FOREIGN"
"945839","Y","A","PAIM LIMITED","FE","","SHAREHOLDER (PACIFIC ALLIANCE INVESTMENT MANAGEMENT (HK) LIMITED","01/2013","E","Y","N","FOREIGN"
"945839","Y","A","PRIMO ORIENT LIMITED","FE","","SHAREHOLDER (PACIFIC ALLIANCE INVESTMENT MANAGEMENT LIMITED)","10/2004","A","N","N","FOREIGN"
"945839","Y","A","KERRY FAR EASTERN INVESTMENTS LIMITED","FE","","SHAREHOLDER (PACIFIC ALLIANCE INVESTMENT MANAGEMENT LIMITED)","03/2005","A","N","N","FOREIGN"
"945839","Y","A","PACIFIC ALLIANCE GROUP LIMITED","FE","","SHAREHOLDER (PACIFIC ALLIANCE REAL ESTATE LIMITED)","08/2007","E","Y","N","FOREIGN"
"945839","Y","A","PACIFIC ALLIANCE GROUP LIMITED","FE","","SHAREHOLDER (PAG SPECIAL SITUATIONS LIMITED)","03/2012","E","Y","N","FOREIGN"
"945839","Y","A","PAG SPECIAL SITUATIONS LIMITED","FE","","SHAREHOLDER (PACIFIC ALLIANCE-FF MANAGEMENT LIMITED)","06/2013","E","Y","N","FOREIGN"
"945839","Y","A","PAG SPECIAL SITUATIONS LIMITED","FE","","SHAREHOLDER (PACIFIC ALLIANCE-W MANAGEMENT LIMITED)","06/2013","E","Y","N","FOREIGN"
"945839","Y","A","PAG CHINA INVESTMENT LIMITED (HK)","FE","","SHAREHOLDER (PAG (SHANGHAI) INVESTMENT CONSULTING CO., LTD.)","11/2010","E","Y","N","FOREIGN"
"945839","Y","A","PAG ASIA CAPITAL LIMITED","FE","","SHAREHOLDER (PAG ASIA CAPITAL (HK) LIMITED)","03/2012","E","Y","N","FOREIGN"
