"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
"1016086","","B","PROWELL VENTURES PTE. LTD.","FE","CDH VENTURE HOLDINGS II COMPANY LIMITED","CLASS C ORDINARY SHAREHOLDER","11/2007","E","Y","N","FOREIGN ENTITY"
"1016086","","B","GIC (VENTURES) PTE. LTD.","FE","PROWELL VENTURES PTE. LTD.","SHAREHOLDER","09/1996","E","Y","N","FOREIGN ENTITY"
"1016086","","B","MINISTER FOR FINANCE","FE","GIC (VENTURES) PTE. LTD.","SHAREHOLDER","03/1985","E","Y","N","FOREIGN ENTITY"
"1016086","","B","HSU, WILLIAM, SHANG WI","I","WEMDALE VENTURE LIMITED","SHAREHOLDER","04/2007","E","Y","N","6050026"
"1016086","","B","HUANG, YAN","I","CYBERLAND FINANCE LIMITED","SHAREHOLDER","10/2007","E","Y","N","6050028"
"1016086","","B","CHEN, WENJIANG","I","HARRIAN LIMITED","SHAREHOLDER","04/2007","E","Y","N","6050030"
"1016086","","B","WANG, SHU","I","FRUITREE COMPANY LIMITED","SHAREHOLDER","05/2007","E","Y","N","6138432"
"1016086","Y","A","HUANG, YAN","I","","DIRECTOR OF CDH VENTURE GP III COMPANY LIMITED","12/2015","NA","Y","N","6050028"
"1016091","Y","A","CDH REAL ESTATE HOLDINGS COMPANY LIMITED","FE","","SHAREHOLDER OF CDH SPECIAL OPPORTUNITY HOLDINGS COMPANY LIMITED","07/2008","E","Y","N","98-0593849"
"1016086","Y","A","SCHONBERGER, STUART","I","","DIRECTOR OF CDH VENTURE GP III COMPANY LIMITED","12/2015","NA","Y","N","6051776"
"1016091","Y","A","CDH CHINA MANAGEMENT COMPANY LIMITED","FE","","SHAREHOLDER OF CDH SPECIAL OPPORTUNITY MANAGEMENT COMPANY LIMITED","02/2011","D","Y","N","98-0488710"
"1016091","Y","A","WU, SHANGZHI, (NMN)","I","","DIRECTOR OF CDH SPECIAL OPPORTUNITY MANAGEMENT COMPANY LIMITED","02/2011","NA","Y","N","6048466"
"1016091","Y","A","JIAO, SHUGE, (NMN)","I","","DIRECTOR OF CDH SPECIAL OPPORTUNITY MANAGEMENT COMPANY LIMITED","02/2011","NA","Y","N","6048467"
"1016091","Y","A","SCHONBERGER, STUART","I","","DIRECTOR OF CDH SPECIAL OPPORTUNITY MANAGEMENT COMPANY LIMITED","02/2011","NA","Y","N","6051776"
"1016091","Y","A","CHINA DIAMOND HOLDINGS COMPANY LIMITED","FE","","SHAREHOLDER OF CDH SPECIAL OPPORTUNITY MANAGEMENT COMPANY LIMITED","02/2011","C","Y","N","98-0533296"
"1016091","Y","A","SCHONBERGER, STUART","I","","DIRECTOR OF CDH SPECIAL OPPORTUNITY HOLDINGS COMPANY LIMITED","12/2011","NA","Y","N","6051776"
"1016091","","B","WU, SHANGZHI, (NMN)","I","CHINA DIAMOND HOLDINGS COMPANY LIMITED","BENEFICIAL OWNER","03/2007","C","N","N","6048466"
"1016091","","B","JIAO, SHUGE, (NMN)","I","CHINA DIAMOND HOLDINGS COMPANY LIMITED","BENEFICIAL OWNER","03/2007","C","Y","N","6048467"
"1016091","Y","A","GUO, LI","I","","CHIEF FINANCIAL OFFICER OF CDH CHINA MANAGEMENT COMPANY LIMITED & ITS AFFILIATES","05/2012","NA","N","N","6052128"
"1016091","","B","CHINA DIAMOND RE I, L.P.","FE","CDH REAL ESTATE HOLDINGS COMPANY LIMITED","SHAREHOLDER","07/2008","E","Y","N","98-0700779"
"1016091","","B","CHINA DIAMOND HOLDINGS COMPANY LIMITED","FE","CHINA DIAMOND RE I, L.P.","GENERAL PARTNER","07/2008","F","Y","N","98-0533296"
"1016091","","B","CHINA DIAMOND HOLDINGS COMPANY LIMITED","FE","CDH CHINA MANAGEMENT COMPANY LIMITED","SHAREHOLDER","04/2006","D","Y","N","98-0533296"
"1016091","Y","A","WU, SHANGZHI, (NMN)","I","","DIRECTOR OF CDH SPECIAL OPPORTUNITY HOLDINGS COMPANY LIMITED","03/2015","NA","Y","N","6048466"
"1016091","Y","A","JIAO, SHUGE, (NMN)","I","","DIRECTOR OF CDH SPECIAL OPPORTUNITY HOLDINGS COMPANY LIMITED","03/2015","NA","Y","N","6048467"
"1003995","N","A","HAWKINS, JIM, VICTOR","I","","VENTURE PARTNER","01/2001","C","Y","N","6049789"
"1003995","N","A","REED, PHILIP, LORING","I","","GENERAL PARTNER","01/2003","C","Y","N","3243143"
"1003995","N","A","SOLON, MARK, BENNETTE","I","","MANAGING PARTNER","01/2001","C","Y","N","1939815"
"1010432","N","A","CAVANNA, KIERAN, JAMES MICHAEL","I","","CHIEF INVESTMENT OFFICER","04/2016","D","Y","N","6637308"
"1010432","N","A","PURCELL, JOHN, BARRY","I","","PRESIDENT, CCO AND COO","04/2016","C","Y","N","3240510"
"1010432","N","A","UNGER, NISHI, SHAH","I","","HEAD OF RESEARCH","04/2016","B","Y","N","6637313"
"1002879","Y","A","Fayman, Jonathan, Yedidia","I","","PARTNER AND CO-CHIEF INVESTMENT OFFICER","09/2015","C","Y","N","6588634"
"1002879","Y","A","Phillips, Neil, Murray","I","","PARTNER, CHIEF EXECUTIVE OFFICER AND CO-CHIEF INVESTMENT OFFICER","09/2015","D","Y","N","6588635"
"1002879","Y","A","James, Stevens, Robert Austin","I","","GENERAL COUNSEL, CHIEF COMPLIANCE OFFICER AND CHIEF OPERATING OFFICER","10/2015","NA","Y","N","6588636"
"1002879","Y","A","Jacobson, Alan, Steven","I","","CHIEF FINANCIAL OFFICER","09/2015","NA","Y","N","6588640"
"1002879","Y","A","GLEN POINT SERVICES LIMITED","FE","","OWNER","09/2015","NA","N","N","FOREIGN"
"1002879","","B","Fayman, Jonathan, Yedidia","I","GLEN POINT (CAYMAN) LIMITED","PARTNER AND CO-CHIEF INVESTMENT OFFICER","09/2015","C","Y","N","6588634"
"1002879","","B","GLEN POINT (CAYMAN) LIMITED","FE","GLEN POINT SERVICES LIMITED","OWNER","09/2015","E","N","N","FOREIGN"
"1002879","","B","THE HAVELOCK TRUST","FE","GLEN POINT (CAYMAN) LIMITED","OWNER","09/2015","D","N","N","FOREIGN"
"1020288","Y","A","ENGLE CAPITAL GP, LLC","DE","","GENERAL PARTNER","10/2014","NA","Y","N","xxx-xx-xxxx"
"1020288","Y","A","HOFFNER, JEFFREY, C","I","","MANAGING PARTNER","01/2015","C","Y","N","4241837"
"1020288","Y","A","TEMMA HOLDINGS, LLC","DE","","LIMITED PARTNER","01/2015","D","Y","N","42-2527030"
"1020288","Y","A","ARENG, AILI, MIIA","I","","CHIEF COMPLIANCE OFFICER, CHIEF FINANCIAL OFFICER","01/2015","NA","Y","N","5062647"
"1020288","Y","A","HELMAN, JEFFREY, MARK","I","","MANAGING PARTNER, PORTFOLIO MANAGER","10/2014","NA","Y","N","2510272"
"1020288","","B","HELMAN, JEFFREY, MARK","I","ENGLE CAPITAL GP, LLC","MANAGING MEMBER","10/2014","E","Y","N","2510272"
"1020288","","B","HELMAN, JEFFREY, MARK","I","TEMMA HOLDINGS LLC","MANAGER, MEMBER","12/2014","E","Y","N","2510272"
"1022041","Y","A","ASTELLON INVESTMENT SERVICES LIMITED","FE","","OWNS LLP CAPITAL SHARE","04/2011","E","Y","N","FOREIGN"
"1022041","Y","A","ONDRUCH, BERND","I","","FOUNDING PARTNER","04/2011","NA","Y","N","6129635"
"1022041","Y","A","ATKINSON, RAYMOND, FRASER","I","","PARTNER","05/2011","NA","N","N","5070578"
"1022041","","B","ASTELLON CAYMAN (HOLDINGS) LIMITED","FE","ASTELLON INVESTMENT SERVICES LIMITED","SHAREHOLDER OF ASTELLON INVESTMENT SERVICES LIMITED","04/2011","E","Y","N","FOREIGN"
"1022041","","B","ONDRUCH, BERND","I","ASTELLON CAYMAN (HOLDINGS) LIMITED","SHAREHOLDER OF ASTELLON CAYMAN (HOLDINGS) LIMITED","04/2011","E","Y","N","6129635"
"1022041","Y","A","MORRIS, DAVID","I","","PARTNER / TRADER","05/2013","NA","N","N","6334492"
"1022041","Y","A","VON ENGLEHARDT, MELCHIOR","I","","PARTNER / INVESTMENT ANALYST","05/2013","NA","N","N","6334496"
"1022041","Y","A","COLDREY, BRIAN","I","","PARTNER/HEAD OF FINANCE","03/2016","NA","N","N","6640366"
"1022041","Y","A","PASCHER, CHRISTIAN, ARTHUR","I","","PARTNER/ INVESTMENT ANALYST","03/2016","NA","N","N","6640367"
"1022041","Y","A","TAY, KIM, PEI","I","","PARTNER/ INVESTMENT ANALYST","03/2016","NA","N","N","6640368"
"1022041","Y","A","VIEIRA, DAVI, MARTINS","I","","PARTNER/HEAD OF OPERATIONS","03/2016","NA","N","N","6640369"
"1022804","Y","A","BANCA DEL CERESIO SA","FE","","100% OWNER","08/1994","E","Y","N","FOREIGN ENTITY"
"1022804","Y","A","NOCERA, MATTIA","I","","DIRECTOR / MEMBER OF ADVISORY COMMITTEE","10/2003","NA","Y","N","6531054"
"1022804","Y","A","REICH, WALTER, JOSEPH","I","","DIRECTOR","02/2011","NA","Y","N","6531057"
"1022804","Y","A","MARTINELLI, RAFFAELE","I","","DIRECTOR / COMPLIANCE OFFICER","10/2003","NA","Y","N","6531067"
"1022804","Y","A","SOLARO DEL BORGO, CARLO MAURIZIO","I","","DIRECTOR","09/2010","NA","Y","N","6531075"
"1022804","","B","FOGLIA, FEDERICO, GIOVANNI BATTISTA","I","LOMILUX III SARL","SHAREHOLDER","03/2014","E","Y","N","6531088"
"1022804","","B","FOGLIA, GIACOMO, LUCA AMEDEO","I","LOMILUX II SARL","SHAREHOLDER","03/2014","E","Y","N","6531112"
"1022804","","B","FOGLIA, ANTONIO, FRANCESCO EMANUELE","I","LOMILUX SARL","SHAREHOLDER","12/2010","E","Y","N","6531113"
"1022804","","B","LOMILUX SARL","FE","BANCA DEL CERESIO SA","SHAREHOLDER","12/2010","C","Y","N","FOREIGN ENTITY"
"1022804","","B","LOMILUX II SARL","FE","BANCA DEL CERESIO SA","SHAREHOLDER","03/2014","C","Y","N","FOREIGN ENTITY"
"1022804","","B","LOMILUX III SARL","FE","BANCA DEL CERESIO SA","SHAREHOLDER","03/2014","C","Y","N","FOREIGN ENTITY"
"1022822","Y","A","BRENNAN, DAVID, J","I","","CHIEF EXECUTIVE OFFICER","05/2003","NA","Y","N","4335507"
"1022822","Y","A","CRANDALL, ROGER, WILLIAM","I","","DIRECTOR (NON-EXECUTIVE)","03/2005","NA","N","N","4486307"
"1022822","Y","A","MASSMUTUAL HOLDINGS (BERMUDA) LIMITED","FE","","SHAREHOLDER 1: SHAREHOLDER OF APPLICANT","03/2005","E","Y","N","FOREIGN ENTITY"
"1022822","","B","MASSMUTUAL BARING HOLDING LLC","DE","MASSMUTUAL HOLDINGS (BERMUDA) LIMITED","SHAREHOLDER 2: SHAREHOLDER OF SHAREHOLDER 1","01/2006","E","Y","N","NONE"
"1022822","","B","MM ASSET MANAGEMENT HOLDING LLC","DE","MASSMUTUAL BARING HOLDING LLC","SHAREHOLDER 3: SHAREHOLDER OF SHAREHOLDER 2","02/2012","E","Y","N","45-4000072"
"1022822","","B","MASSMUTUAL HOLDING LLC","DE","MM ASSET MANAGEMENT HOLDING LLC","SHAREHOLDER 4: SHAREHOLDER OF SHAREHOLDER 3","02/2012","E","Y","N","04-285431"
"1022822","","B","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY","DE","MASSMUTUAL HOLDING LLC","SHAREHOLDER 5: SHAREHOLDER OF SHAREHOLDER 4","06/1995","E","Y","N","04-159085"
"1022822","Y","A","BIGGINS, CHRISTOPHER, GERALD","I","","CHIEF COMPLIANCE OFFICER","12/2007","NA","Y","N","5457717"
"1022822","Y","A","CHICARES, ELIZABETH, WARD","I","","DIRECTOR (NON-EXECUTIVE)","12/2012","NA","N","N","2194754"
"1022822","Y","A","CORBETT, M., TIMOTHY","I","","DIRECTOR (NON-EXECUTIVE)","12/2012","NA","N","N","4633377"
"1022822","Y","A","GLAVIN, WILLIAM, FRANCIS","I","","DIRECTOR","02/2015","NA","N","N","2666939"
"1022822","Y","A","BURNS, JOHN, DOMINIC","I","","CHIEF OPERATING OFFICER","12/2011","NA","Y","N","2850018"
"1022822","Y","A","SWAYNE, JULIAN, T","I","","CHIEF FINANCIAL OFFICER","05/1996","NA","Y","N","4342050"
"1022822","Y","A","EVANS, NICHOLAS, EMRYS","I","","CHIEF LEGAL OFFICER","04/2014","NA","Y","N","6460536"
"1017608","","B","PINEBRIDGE INVESTMENTS L. P.","FE","PINEBRIDGE INVESTMENTS HOLDINGS US LLC","SHAREHOLDER","08/2009","E","Y","N","98-0641094"
"1017608","Y","A","PINEBRIDGE INVESTMENTS LLC","FE","","SHAREHOLDER","04/2010","D","Y","N","105926"
"1017608","Y","A","AFRICA ALLIED INVESTORS LIMITED","DE","","SHAREHOLDER","12/1998","C","Y","N","P0511079600"
"1017608","","B","PINEBRIDGE INVESTMENTS LLC","FE","PINEBRIDGE INVESTMENTS EAST AFRICA LTD.","SHAREHOLDER","04/2010","D","Y","N","105926"
"1017608","","B","PINEBRIDGE INVESTMENTS HOLDINGS US LLC","FE","PINEBRIDGE INVESTMENT LLC","SHAREHOLDER","03/2010","E","Y","N","26-4672666"
"1017608","","B","BRIDGE HOLDINGS COMPANY LIMITED","FE","PINEBRIDGE INVESTMENTS L.P.","GENERAL PARTNER","08/2009","F","Y","N","FOREIGN"
"1017608","","B","PACIFIC CENTURY INVESTMENT HOLDINGS (CAYMAN ISLANDS), L.P.","FE","PINEBRIDGE INVESTMENTS L.P.","LIMITED PARTNER","08/2009","E","Y","N","98-0641095"
"1017608","","B","PACIFIC CENTURY PARTNERS GP LIMITED","FE","PACIFIC CENTURY INVESTMENT HOLDINGS (CAYMAN ISLANDS), L.P.","GENERAL PARTNER","08/2009","F","Y","N","FOREIGN"
"1017608","","B","PACIFIC CENTURY INVESTMENT HOLDINGS (CAYMAN ISLANDS) LIMITED","FE","PACIFIC CENTURY INVESTMENT HOLDINGS (CAYMAN ISLANDS), L.P.","LIMITED PARTNER","08/2009","E","Y","N","FOREIGN"
"1017608","","B","PACIFIC CENTURY INVESTMENT HOLDINGS NO. 1 LIMITED","FE","PACIFIC CENTURY INVESTMENT HOLDINGS (CAYMAN ISLANDS) LIMITED","SHAREHOLDER","08/2009","E","Y","N","FOREIGN"
"1017608","","B","CHILTONLINK LIMITED","FE","PACIFIC CENTURY INVESTMENT HOLDINGS NO. 1 LIMITED","SHAREHOLDER","07/2009","E","Y","N","FOREIGN"
"1017608","","B","LI, RICHARD, TZAR KAI","I","CHILTONLINK LIMITED","SHAREHOLDER","12/1996","E","Y","N","5735317"
"1017608","","B","PACIFIC CENTURY INVESTMENT HOLDINGS (CAYMAN ISLAND) LIMITED","FE","PACIFIC CENTURY PARTNERS GP LIMITED","SHAREHOLDER","08/2009","E","Y","N","FOREIGN"
"1017608","","B","PACIFIC CENTURY INVESTMENT HOLDINGS (CAYMAN ISLAND) LIMITED","FE","BRIDGE HOLDINGS COMPANY LIMITED","SHAREHOLDER","08/2009","E","Y","N","FOREIGN"
"1017608","","B","AFRICA ALLIED INVESTORS LIMITED","FE","PINEBRIDGE INVESTMENT EAST AFRICA LIMITED","SHAREHOLDER","12/1998","C","Y","N","FOREIGN"
"1017608","Y","A","BLASKY, RENEE, KATHLEEN","I","","COMPLIANCE MANAGER","08/2011","NA","Y","N","6045500"
"1017608","Y","A","STICHBURY, JONATHAN, DUNCAN","I","","MANAGING DIRECTOR","11/2000","NA","Y","N","6046711"
"1017608","Y","A","MBARU, JIMNAH, MWANGI","I","","DIRECTOR","11/1998","NA","N","N","6046713"
"1017608","Y","A","MALAKI, NICHOLAS, KAYE","I","","CHIEF INVESTMENT OFFICER","07/2011","NA","Y","N","6046720"
"1017608","","B","MBARU, JIMNAH, MWANGI","I","AFRICA ALLIED INVESTORS LIMITED","SHAREHOLDER","08/1993","D","N","N","6046713"
"1017608","Y","A","MWIRICIA, ANDREW, MUGAMBI","I","","DIRECTOR","11/2012","NA","N","N","6174321"
"1017608","Y","A","MULATYA, MARK, MUOKI","I","","HEAD OF FINANCE","08/2013","NA","Y","N","6296463"
"1017608","Y","A","KARANI, ERASTUS, SIFUMA","I","","HEAD OF BUSINESS DEVELOPMENT","01/2014","NA","Y","N","6296464"
"1017608","Y","A","KING, ANTHONY, ADAM","I","","DIRECTOR","09/2014","NA","N","N","6154709"
"1017608","Y","A","SCHUSTER, KLAUS, GEORG","I","","DIRECTOR","11/2014","NA","N","N","6454501"
"1025309","Y","A","PAGE, JOHN, WILEY","I","","CHIEF COMPLIANCE OFFICER, MANAGER / OWNER","05/2010","NA","Y","N","2859840"
"1025309","Y","A","ON TRADING, LLC","DE","","MEMBER","05/2010","E","Y","N","26-4376973"
"1025309","","B","PAGE, JOHN, WILEY","I","ON TRADING, LLC","MEMBER","03/2009","C","Y","N","2859840"
"1025309","","B","CORNELISSEN, JOHAN, M","I","ON TRADING, LLC","MEMBER","03/2009","C","Y","N","4644165"
"1025309","Y","A","CORNELISSEN, JOHAN, M","I","","MANAGER / OWNER","05/2010","NA","Y","N","4644165"
"1025309","Y","A","URBANOWSKI, JAMES, FRANCIS","I","","CHIEF FINANCIAL OFFICER","12/2013","NA","Y","N","1963215"
"1017146","Y","A","EUSTACE MALTA LIMITED","FE","","OWNER","09/2015","E","Y","N","FOREIGN"
"1017146","Y","A","BU, JAY","I","","VICE PRESIDENT","04/2005","A","Y","N","6049428"
"1017146","Y","A","KUNG, KUO, CHUAN","I","","VICE PRESIDENT","04/2005","A","Y","N","6049430"
"1017146","Y","A","CHANG, MAVIS","I","","CONTROLLER","03/2009","NA","Y","N","6049415"
"1017146","","B","KIM, MICHAEL, BYUNGJU","I","EUSTACE MALTA LIMITED","OWNER/DIRECTOR","11/2014","E","Y","N","2557303"
"1026766","N","A","KULKARNI, GIRISH, NILKANTH","I","","SENIOR MANAGING DIRECTOR & SHAREHOLDER","12/2004","D","Y","N","6048198"
"1026766","N","A","WAGLE, NEELESH, VIVEKANAND","I","","MANAGING DIRECTOR & SHAREHOLDER","12/2004","C","Y","N","6048204"
"1026766","N","A","GANGAN, SANJAY, BHARGAV","I","","CHIEF FINANCIAL OFFICER","12/2004","NA","Y","N","6048696"
"1024732","Y","A","HUO, YAN, NMN","I","","CIO, MEMBER OF CAPULA INVESTMENT MANAGEMENT LLP","10/2005","C","Y","N","6015494"
"1024732","Y","A","MCCALLUM, NEIL, NMN","I","","CFO, CAPULA INVESTMENT MANAGEMENT LLP","10/2005","NA","N","N","5074572"
"1024732","Y","A","ASAI, MASAO, NMN","I","","MEMBER OF CAPULA INVESTMENT MANAGEMENT LLP","10/2005","A","Y","N","5074569"
"1024732","Y","A","HUO, YAN, NMN","I","","SHAREHOLDER, CAPULA MANAGEMENT LIMITED (SPE)","10/2005","C","Y","N","6015494"
"1024732","Y","A","ASAI, MASAO, NMN","I","","SHAREHOLDER, CAPULA MANAGEMENT LIMITED (SPE)","10/2005","A","N","N","5074569"
"1024732","","B","CAPULA MANAGEMENT LIMITED","FE","CAPULA INVESTMENT SERVICES LTD.","SHAREHOLDER","06/2005","E","Y","N","98-0467326"
"1024732","","B","HUO, YAN, NMN","I","CAPULA MANAGEMENT LIMITED","SHAREHOLDER","08/2005","C","Y","N","6015494"
"1024732","Y","A","BLOOM, JONATHAN, SIMON","I","","CHIEF LEGAL OFFICER, CAPULA INVESTMENT MANAGEMENT LLP","07/2011","NA","N","N","5853891"
"1024732","Y","A","BELL, CHRISTOPHER, MICHAEL IAN","I","","MANAGING DIRECTOR, LEGAL; CHIEF COMPLIANCE OFFICER, CAPULA INVESTMENT MANAGEMENT LLP","04/2007","NA","N","N","6047553"
"1024732","Y","A","PETERSHILL NON-US HOLDINGS I LTD.","FE","","SHAREHOLDER, CAPULA MANAGEMENT LIMITED (SPE)","05/2007","B","N","N","4611310818"
"1024732","Y","A","GREGORNIK, STEVEN, ALAN","I","","CEO, CAPULA INVESTMENT MANAGEMENT LLP","06/2012","NA","Y","N","1878114"
"1024732","Y","A","PETERSHILL NON-US HOLDINGS I LTD.","FE","","MEMBER OF CAPULA INVESTMENT MANAGEMENT LLP","05/2007","B","N","N","4611310818"
"1024732","Y","A","WU, BING-LE","I","","MEMBER OF CAPULA INVESTMENT MANAGEMENT LLP","04/2008","A","N","N","2780250"
"1024732","Y","A","WU, BING-LE","I","","SHAREHOLDER, CAPULA MANAGEMENT LIMITED (SPE)","04/2008","A","N","N","2780250"
"1024732","Y","A","VOLDSTAD, CONRAD, PATRICK","I","","DIRECTOR, CAPULA MANAGEMENT LIMITED (SPE)","05/2012","NA","N","N","1806195"
"1024732","Y","A","BRUDER, HENNING","I","","DIRECTOR, CAPULA MANAGEMENT LIMITED (SPE)","01/2009","NA","N","N","1985670"
"1024732","Y","A","BARNETT, MARK, JASON","I","","DIRECTOR, CAPULA MANAGEMENT LIMITED (SPE)","03/2015","NA","N","N","6511962"
"1025976","Y","A","ICG FMC LIMITED","FE","","SHAREHOLDER","04/2011","E","Y","N","FOREIGN ENTITY"
"1025976","","B","INTERMEDIATE CAPITAL GROUP, PLC","FE","ICG FMC LIMITED","SHAREHOLDER OF ICG FMC LIMITED","07/2010","E","Y","N","FOREIGN ENTITY"
