FilingID,Initial/Amended,11.A(1),11.A(2),11.B(1),11.B(2),Filed Against,ReferenceID,Remove-Affiliate,Remove-Expired,Remove-Filed in Error,Error Explantion,Affiliate Submitted,Organization,Court,Date First Charged,Charged Date Exact,First Charged Explanation,Event Detail,Felony,Status,Status Date,Status Date Exact,Status Date Explanation,Disposition,Summary
876417,AMENDED,,,Y,,Affiliates,881168,,,,,Y,,,10/8/2001,Y,,,N,Final,7/9/2004,Y,,,
877261,AMENDED,,Y,,,Affiliates,881613,,,,,N,UBS AG,UNITED STATES DISTRICT COURT. SOUTHERN DISTRICT OF FLORIDA. #09-6033,2/18/2009,Y,,"ONE FELONY COUNT OF CONSPIRACY TO DEFRAUD THE IRS. ON FEBRUARY 18, 2009, PURSUANT TO A DEFERRED PROSECUTION AGREEMENT WITH THE U.S. DEPARTMENT OF JUSTICE, UBS AG, AN AFFILIATE OF UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC., CONSENTED TO THE FILING OF A ONE-COUNT INFORMATION BY THE UNITED STATES ATTORNEY IN THE SOUTHERN DISTRICT OF FLORIDA CHARGING UBS AG WITH CONSPIRACY TO DEFRAUD THE INTERNAL REVENUE SERVICE IN VIOLATION OF TITLE 18 U.S.C. SECTION 371.",Y,Final,10/25/2010,Y,,THE DEPARTMENT OF JUSTICE DISMISSED ALL CRIMINAL CHARGES FOLLOWING UBS'S COMPLIANCE WITH THE DEFERRED PROSECTION AGREEMENT.,CIRCUMSTANCES LEADING TO THE CHARGES WERE PROVIDED ON THE INITIAL FILING. THE CHARGES WERE DISMISSED AFTER UBS MET ALL OBLIGATIONS UNDER THE DEFERRED PROSECUTION AGREEMENT.
877363,AMENDED,,Y,,,Affiliates,881682,,,,,Y,,,,,,,,,,,,,
879229,AMENDED,,Y,,,Affiliates,882864,,,,,N,UBS AG,UNITED STATES DISTRICT COURT. SOUTHERN DISTRICT OF FLORIDA. #09-6033,2/18/2009,Y,,"ONE FELONY COUNT OF CONSPIRACY TO DEFRAUD THE IRS. ON FEBRUARY 18, 2009, PURSUANT TO A DEFERRED PROSECUTION AGREEMENT WITH THE U.S. DEPARTMENT OF JUSTICE, UBS AG, AN AFFILIATE OF UBS ALTERNATIVE AND QUANTITATIVE INVESTMENTS LLC, CONSENTED TO THE FILING OF A ONE-COUNT INFORMATION BY THE UNITED STATES ATTORNEY IN THE SOUTHERN DISTRICT OF FLORIDA CHARGING UBS AG WITH CONSPIRACY TO DEFRAUD THE INTERNAL REVENUE SERVICE IN VIOLATION OF TITLE 18 U.S.C. SECTION 371.",Y,Final,10/25/2010,Y,,THE DEPARTMENT OF JUSTICE DISMISSED ALL CRIMINAL CHARGES FOLLOWING UBS'S COMPLIANCE WITH THE DEFERRED PROSECUTION AGREEMENT.,CIRCUMSTANCES LEADING TO THE CHARGES WERE PROVIDED ON THE INITIAL FILING. THE CHARGES WERE DISMISSED AFTER UBS MET ALL OBLIGATIONS UNDER THE DEFERRED PROSECUTION AGREEMENT.
879921,AMENDED,,Y,,Y,Affiliates,884019,,,,,Y,,,,,,,,,,,,,
879921,AMENDED,,Y,,,Affiliates,884014,,,,,Y,,,,,,,,,,,,,
879921,AMENDED,,,Y,Y,Affiliates,884013,,,,,Y,,,,,,,,,,,,,
879921,AMENDED,,,Y,Y,Affiliates,884017,,,,,Y,,,,,,,,,,,,,
879921,INITIAL,,Y,Y,,Affiliates,896906,,,,,Y,,,,,,,,,,,,,
879921,INITIAL,,,,Y,Affiliates,896942,,,,,Y,,,,,,,,,,,,,
880175,AMENDED,Y,Y,,,Affiliates,884144,,,,,Y,,,3/26/2008,,,CR2008-115187-001 SE,,,,,,,
880175,AMENDED,Y,Y,,,Affiliates,884148,,,,,Y,,,3/16/2007,,,CR2007-152725-001 DT,,,,,,,
880175,AMENDED,Y,Y,,,Affiliates,884167,,,,,Y,,,3/21/2011,,,11HF0604,,,,,,,
880175,AMENDED,Y,,,,Affiliates,884143,,,,,Y,,,12/6/2007,,,CASE#: 07-026225,,,,,,,
880175,AMENDED,,Y,,Y,Affiliates,884119,,,,,Y,,,1/24/2007,Y,,CASE NO 07-CF-001700,,,,,,,
880175,AMENDED,,Y,,Y,Affiliates,884166,,,,,Y,,,5/24/2013,,,SCR-634885,,,,,,,
880175,AMENDED,,Y,,Y,Affiliates,884182,,,,,Y,,,1/7/2009,Y,,0857CR002591,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884110,,,,,Y,,,4/27/2006,Y,,DOCKET# 518586,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884111,,,,,Y,,,7/5/2006,Y,,11494CF10A,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884112,,,,,Y,,,9/20/2007,Y,,02D04-0709-FD-804,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884113,,,,,Y,,,4/24/2008,,,CASE # F08014836.,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884114,,,,,Y,,,6/19/2008,,,4119/2008,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884115,,,,,Y,,,10/15/2010,Y,,1058CR002180,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884116,,,,,Y,,,8/20/2007,,,S-1400-CR-2007-01174,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884117,,,,,Y,,,10/30/2008,Y,,P081593,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884118,,,,,Y,,,12/31/2006,Y,,MC3000014,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884123,,,,,Y,,,6/27/2011,Y,,2011-021285,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884124,,,,,Y,,,11/20/2010,Y,,CA2010047133,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884127,,,,,Y,,,7/16/2010,Y,,CR2010-129252-001 DT,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884128,,,,,Y,,,2/20/2010,Y,,10-04558,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884129,,,,,Y,,,12/21/2007,,,CASE# CR2008-115187-001 SE,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884130,,,,,Y,,,4/23/2009,Y,,32-2757,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884131,,,,,Y,,,2/15/2007,Y,,CO7271214,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884132,,,,,Y,,,2/29/2012,Y,,2012 CF 000688,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884133,,,,,Y,,,6/22/2012,Y,,132012CFO15529001,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884134,,,,,Y,,,3/16/2006,Y,,2006CJ000320S,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884137,,,,,Y,,,8/10/2006,Y,,07SL-CR02677,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884138,,,,,Y,,,8/24/2008,Y,,C/08/CRB/31106,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884139,,,,,Y,,,12/1/2010,Y,,151702-8,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884140,,,,,Y,,,12/19/2012,Y,,2012CR001912,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884141,,,,,Y,,,4/24/2009,Y,,09BA-CR02449,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884145,,,,,Y,,,6/28/2005,,,CASE # 05-005863-FY,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884146,,,,,Y,,,4/6/2008,,,CP-67-CR-004648-2008,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884147,,,,,Y,,,9/29/2007,,,#1085531,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884152,,,,,Y,,,4/12/2010,,,#1196118,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884155,,,,,Y,,,6/12/2005,Y,,5004175,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884156,,,,,Y,,,10/6/2007,,,2007CF 003499,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884158,,,,,Y,,,10/29/2008,,,08CF1956,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884159,,,,,Y,,,1/10/2007,,,S-2007-00014,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884161,,,,,Y,,,6/4/2010,,,1008CR000445,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884162,,,,,Y,,,8/15/2013,Y,,13-001743-001,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884164,,,,,Y,,,8/3/2010,Y,,10-002237 001,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884165,,,,,Y,,,3/5/2007,Y,,CR2007-006684-001 DT,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884168,,,,,Y,,,7/19/2013,,,SWF1302084,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884169,,,,,Y,,,3/11/2011,Y,,14-004348-01-FH,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884171,,,,,Y,,,11/23/2009,,,09-46036-AR,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884173,,,,,Y,,,2/5/2006,Y,,06CR-000640A,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884174,,,,,Y,,,9/17/2005,,,05-5933-FY,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884178,,,,,Y,,,9/22/2006,Y,,R06-965,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884180,,,,,Y,,,4/13/2009,,,09CR076022/09CR076023,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884184,,,,,Y,,,9/10/2011,Y,,W-2011-828,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884187,,,,,Y,,,10/12/2014,Y,,2014NY077845,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884190,,,,,Y,,,3/11/2007,Y,,07-001325,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884192,,,,,Y,,,6/5/2006,Y,,0652CR1240,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884193,,,,,Y,,,6/28/2008,,,CR08-1599,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884194,,,,,Y,,,10/10/2013,,,31-2013-CF-001331-A,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884195,,,,,Y,,,6/21/2011,,,82-CR-11-2381,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884196,,,,,Y,,,12/1/2014,Y,,50-2014-CF-012319-AXXX-MB,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884197,,,,,Y,,,3/27/2013,,,12 003855-002,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884198,,,,,Y,,,1/12/2013,,,1302413 CRM 272,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884199,,,,,Y,,,1/14/2015,Y,,15110081001 M010,,,,,,,
880175,AMENDED,,Y,,,Affiliates,884200,,,,,Y,,,8/29/2014,,,F14018441,,,,,,,
880175,AMENDED,,Y,,,,884179,,,,,Y,,,5/3/2013,Y,,B13023885,,,,,,,
880175,AMENDED,,,Y,Y,Affiliates,884125,,,,,Y,,,4/30/2005,Y,,09-008850-OM,,,,,,,
880175,AMENDED,,,Y,Y,Affiliates,884153,,,,,Y,,,5/16/2005,Y,,5PN02966,,,,,,,
880175,AMENDED,,,Y,Y,Affiliates,884157,,,,,Y,,,9/21/2007,,,07-60227-CR-DTKH/AEV,,,,,,,
880175,AMENDED,,,Y,Y,Affiliates,884189,,,,,Y,,,4/26/2007,,,07BA-CR03387,,,,,,,
880175,AMENDED,,,Y,,Affiliates,884120,,,,,Y,,,5/4/2005,,,CASE #7698695,,,,Y,,,
880175,AMENDED,,,,Y,Affiliates,884121,,,,,Y,,,5/30/2005,Y,,CASE# 05060113,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884126,,,,,Y,,,4/25/2005,Y,,0105CR050640,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884135,,,,,Y,,,12/24/2008,Y,,GC08-11289,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884136,,,,,Y,,,7/18/2005,Y,,2005CM001406,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884149,,,,,Y,,,8/7/2007,,,07-CM-464,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884150,,,,,Y,,,4/3/2011,,,#110210473,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884151,,,,,Y,,,1/19/2008,,,ST-08-CR-0935,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884154,,,,,Y,,,7/5/2005,,,GT05012384-00,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884160,,,,,Y,,,7/22/2013,,,3AN-13-8145CR,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884163,,,,,Y,,,10/11/2006,Y,,CASE NO. 2006-56824MMAES,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884170,,,,,Y,,,1/19/2009,Y,,941580,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884172,,,,,Y,,,6/21/2013,Y,,13M17685X,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884175,,,,,Y,,,6/15/2005,Y,,GC05005312 & GC05005313,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884176,,,,,Y,,,6/2/2012,Y,,CRP 1200534,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884177,,,,,Y,,,9/9/2008,Y,,00138163-A,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884183,,,,,Y,,,8/10/2014,,,6I00095101,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884185,,,,,Y,,,1/5/2012,Y,,CR12200691,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884186,,,,,Y,,,4/21/2011,Y,,11-012607,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884188,,,,,Y,,,11/16/2007,Y,,07-11894-MMA,,,,,,,
880175,AMENDED,,,,Y,Affiliates,884191,,,,,Y,,,3/4/2005,Y,,05-724-MMA,,,,,,,
