"FilingID","ReferenceID","Disclosure Type","CRD Number","Affiliate Type","Registered","Affiliate Name"
"936458","935695","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935695","Civil Judicial Action","","Firm","N","MARSH PLACEMENT INC., F/K/A MARSH GLOBAL BROKING, INC."
"936458","935695","Civil Judicial Action","","Firm","N","MARSH USA, INC."
"936458","935695","Civil Judicial Action","","Firm","N","MARSH, INC."
"936458","935696","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935697","Civil Judicial Action","","Firm","N","GUY CARPENTER & COMPANY, LLC"
"936458","935698","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935698","Civil Judicial Action","","Firm","N","MARSH, INC."
"936458","935699","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935699","Civil Judicial Action","","Firm","N","MARSH, INC."
"936458","935700","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935700","Civil Judicial Action","","Firm","N","MARSH, INC."
"936458","935701","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935701","Civil Judicial Action","","Firm","N","MARSH, INC."
"936458","935702","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935702","Civil Judicial Action","","Firm","N","MARSH, INC."
"936458","935703","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935703","Civil Judicial Action","","Firm","N","MARSH, INC."
"936458","935704","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935704","Civil Judicial Action","","Firm","N","MARSH, INC."
"936458","935705","Civil Judicial Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935705","Civil Judicial Action","","Firm","N","MARSH, INC."
"936458","935706","Civil Judicial Action","","Firm","N","MERCER (US) INC., MERCER HUMAN RESOURCES CONSULTING, AND WILLIAM M. MERCER, INC."
"936458","935707","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935707","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935708","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935708","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935709","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935709","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935710","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935710","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935711","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935711","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935712","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935712","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935713","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935713","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935714","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935714","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935715","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935715","Regulatory Action","","Firm","N","MARSH, INC"
"936458","935716","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935716","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935717","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935717","Regulatory Action","","Firm","N","MARSH INC."
"936458","935718","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935718","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935719","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935719","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935720","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935720","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935721","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935721","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935722","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935722","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935723","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935723","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935724","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935724","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935725","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935725","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935726","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935726","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935727","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935727","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935728","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935728","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935729","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935729","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935730","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935730","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935731","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935731","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935732","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935732","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935733","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935733","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935734","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935734","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935735","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935735","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935736","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935736","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935737","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935737","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935738","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935738","Regulatory Action","","Firm","N","MARSH, INC"
"936458","935739","Regulatory Action","44254","Firm","Y","NIA SECURITIES, L.L.C."
"936458","935741","Regulatory Action","","Firm","N","MARSH & MCLENNAN COMPANIES, INC."
"936458","935741","Regulatory Action","","Firm","N","MARSH, INC."
"936458","935742","Regulatory Action","","Firm","N","MARSH & MCLENNAN AGENCY, LLC"
"936458","935743","Regulatory Action","","Firm","N","MARSH & MCLENNAN AGENCY, LLC"
"939885","1390934","Regulatory Action","1020","Firm","Y","CANACCORD ADAMS INC."
"939885","1390935","Regulatory Action","1020","Firm","Y","CANACCORD ADAMS INC."
"939885","1390936","Regulatory Action","1020","Firm","Y","CANACCORD ADAMS INC."
"939885","1549710","Regulatory Action","24790","Firm","Y","CANACCORD GENUITY SECURITIES LLC"
"939885","1624782","Regulatory Action","","Firm","N","CANACCORD GENUITY CORP."
"939885","1731487","Regulatory Action","2744412","Individual","Y","COX, THOMAS WILLIAM JR"
"940283","940547","Regulatory Action","6482","Firm","Y","GARY GOLDBERG & CO., INC."
"940429","940771","Regulatory Action","125997","Firm","Y","ADMINISTRATIVE SYSTEMS, INC."
"940429","940772","Regulatory Action","125997","Firm","Y","ADMINISTRATIVE SYSTEMS, INC."
"940873","941380","Regulatory Action","","Firm","N","MACQUARIE BANK LIMITED (MBL)"
"940873","941381","Regulatory Action","","Firm","N","MACQUARIE BANK LIMITED (MBL)"
"940873","941387","Regulatory Action","","Firm","N","MACQUARIE BANK LIMITED (MBL)"
"940873","941388","Regulatory Action","","Firm","N","MACQUARIE BANK LIMITED"
"940873","941389","Regulatory Action","","Firm","N","MACQUARIE BANK LIMITED (MBL)"
"940873","941390","Regulatory Action","","Firm","N","MACQUARIE BANK LIMITED (MBL: MACQUARIE FUTURES USA LLC (MFUSA)"
"940873","941391","Regulatory Action","14232","Firm","Y","DELAWARE DISTRIBUTORS, L.P."
"940873","941391","Regulatory Action","36368","Firm","Y","MACQUARIE CAPITAL (USA) INC."
"940873","941391","Regulatory Action","127077","Firm","Y","FOUR CORNERS CAPITAL MANAGEMENT, LLC"
"940873","941391","Regulatory Action","130352","Firm","Y","MACQUARIE CAPITAL INVESTMENT MANAGEMENT LLC"
"940873","941391","Regulatory Action","163553","Firm","Y","MACQUARIE FUNDS MANAGEMENT HONG KONG LIMITED"
"940873","941391","Regulatory Action","","Firm","Y","DELAWARE INVESTMENT FUND ADVISERS"
"940873","941391","Regulatory Action","","Firm","Y","DELAWARE MANAGEMENT BUSINESS TRUST"
"941000","941104","Regulatory Action","1297174","Individual","Y","DEWAAY, DONALD, GENE"
"941000","941105","Regulatory Action","1297174","Individual","Y","DEWAAY, DONALD, GENE"
"941527","941633","Regulatory Action","1087730","Individual","","BIGGS, GWENDOLYN, DAWN"
"941527","941634","Regulatory Action","845016","Individual","Y","GAVEY, STEVEN, ALLEN"
"941527","941635","Regulatory Action","1087730","Individual","Y","CHATHAM, GWENDOLYN, DAWN"
"941527","941636","Regulatory Action","","Firm","Y",""
"941527","941637","Regulatory Action","2285566","Individual","Y","LIAPUNOV, NICHOLAS"
"941527","941638","Regulatory Action","2839061","Individual","Y","BURKE, BRIAN, CHARLES"
"941527","941639","Regulatory Action","4734730","Individual","Y","TRIMBOLI, ANTHONY, J"
"941527","941642","Regulatory Action","1082586","Individual","Y","POLLACK, JAY, MICHAEL"
"941527","941643","Regulatory Action","1523083","Individual","Y","UDESHI, PANKAJ, VIJAY"
"941527","941644","Regulatory Action","4038139","Individual","Y","TURELL, LAURENCE, BENNETT"
"941527","1017836","Regulatory Action","6635","Firm","Y","GUARDIAN INVESTOR SERVICES LLC"
"942617","942868","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942617","942869","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942617","942870","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942617","942871","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942617","942872","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942617","942873","Regulatory Action","","Firm","N","BLACKROCK, INC"
"942617","942874","Regulatory Action","107105","Firm","Y","BLACKROCK FINANCIAL MANAGEMENT, INC"
"942617","942875","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942617","942876","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942617","942877","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942617","942878","Regulatory Action","","Firm","N","BLACKROCK INC"
"942617","942879","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942617","942880","Regulatory Action","","Firm","N","BLACKROCK INC"
"942617","942881","Regulatory Action","","Firm","N","BLACKROCK INC"
"942810","943229","Regulatory Action","1263745","Individual","Y","BATTISTA, BARTHOLOMEW, ANGELO"
"942810","943230","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943231","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943232","Regulatory Action","162379","Firm","Y","BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED"
"942810","943233","Regulatory Action","","Firm","N","BLACKROCK INVESTMENT MANAGEMENT (UK) LTD. (FORMERLY, MERRILL LYNCH INVESTMENT MANAGEMENT LTD.)"
"942810","943235","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943236","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943237","Regulatory Action","","Firm","N","BLACKROCK INSTITUTIONAL TRUST COMPANY, N.A."
"942810","943238","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943239","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943240","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943241","Regulatory Action","162379","Firm","Y","BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED"
"942810","943242","Regulatory Action","","Firm","N","BLACKROCK INVESTMENT MANAGEMENT (TAIWAN) LIMITED (""BLACKROCK TAIWAN"")"
"942810","943243","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943244","Regulatory Action","","Firm","N","BLACKROCK, INC"
"942810","943245","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943246","Regulatory Action","","Firm","N","BLACKROCK, INC"
"942810","943247","Regulatory Action","162379","Firm","Y","BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED"
"942810","943248","Regulatory Action","","Firm","N","BLACKROCK, INC"
"942810","943249","Regulatory Action","162379","Firm","Y","BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED"
"942810","943250","Regulatory Action","","Firm","N","BLACKROCK INSTITUTIONAL TRUST COMPANY, NA"
"942810","943251","Regulatory Action","","Firm","N","BLACKROCK, INC."
"942810","943252","Regulatory Action","162379","Firm","Y","BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED"
"942810","943253","Regulatory Action","106614","Firm","Y","BLACKROCK ADVISORS, LLC"
"942847","943292","Civil Judicial Action","","Firm","N","MANULIFE FINANCIAL CORPORATION"
"942847","943293","Regulatory Action","","Firm","N","MANULIFE ASSET MANAGEMENT (HONG KONG) LIMITED (""MAMHK"")"
"942847","943294","Regulatory Action","","Firm","N","MANULIFE ASSET MANAGEMENT LIMITED (FORMERLY KNOWN AS ELLIOTT & PAGE LIMITED)"
"942847","943295","Regulatory Action","","Firm","N","THE MANUFACTURERS LIFE INSURANCE COMPANY"
"942847","943296","Regulatory Action","","Firm","N","MANUFACTURERS LIFE INSURANCE COMPANY"
"942847","943297","Regulatory Action","","Firm","N","MANULIFE FINANCIAL CORPORATION"
"942847","943297","Regulatory Action","","Firm","N","THE MANUFACTURERS LIFE INSURANCE COMPANY"
"943051","943388","Regulatory Action","","Firm","N","BLACKROCK, INC."
"943051","943389","Regulatory Action","","Firm","N","BLACKROCK, INC."
"943051","943390","Regulatory Action","","Firm","N","BLACKROCK, INC."
"943051","943391","Regulatory Action","","Firm","N","BLACKROCK, INC."
"943051","943392","Regulatory Action","107105","Firm","Y","BLACKROCK FINANCIAL MANAGEMENT, INC"
"943051","943393","Regulatory Action","","Firm","N","BLACKROCK, INC."
"943051","943394","Regulatory Action","","Firm","N","BLACKROCK, INC"
"943051","943395","Regulatory Action","","Firm","N","BLACKROCK INC"
"943051","943396","Regulatory Action","","Firm","N","BLACKROCK, INC."
"943051","943397","Regulatory Action","","Firm","N","BLACKROCK, INC."
"943051","943398","Regulatory Action","","Firm","N","BLACKROCK, INC."
"943051","943399","Regulatory Action","","Firm","N","BLACKROCK, INC."
"943051","943400","Regulatory Action","","Firm","N","BLACKROCK INC"
"943051","943401","Regulatory Action","","Firm","N","BLACKROCK INC"
"943137","943552","Regulatory Action","6167710","Individual","Y","ESTEVES, ANDRE, SANTOS"
"943137","943553","Regulatory Action","","Firm","N","BANCO BTG PACTUAL S.A."
"943137","943554","Regulatory Action","","Firm","N","BANCO BTG PACTUAL S.A."
"943137","943555","Regulatory Action","6167710","Individual","Y","ESTEVES, ANDRE, SANTOS"
"943137","943555","Regulatory Action","","Firm","N","BANCO BTG PACTUAL S.A."
"943137","943556","Regulatory Action","6167710","Individual","Y","ESTEVES, ANDRE, SANTOS"
"943137","943556","Regulatory Action","","Firm","N","BANCO BTG PACTUAL S.A."
"943137","943557","Regulatory Action","6167710","Individual","Y","ESTEVES, ANDRE, SANTOS"
"943137","943557","Regulatory Action","","Firm","N","BANCO BTG PACTUAL S.A."
"943137","943558","Regulatory Action","149486","Firm","Y","BTG PACTUAL US CAPITAL, LLC"
"943137","943559","Regulatory Action","159871","Firm","Y","BTG PACTUAL EUROPE LLP"
"943137","954864","Regulatory Action","","Firm","N","BANCO BTG PACTUAL S.A."
"943823","950670","Regulatory Action","","Firm","Y","SUN LIFE FINANCIAL INC."
"943823","950672","Regulatory Action","","Firm","Y","SUN LIFE FINANCIAL INC."
"943823","950674","Regulatory Action","","Firm","Y","SUN LIFE FINANCIAL INC."
"944013","944961","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944962","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944963","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944964","Regulatory Action","","Firm","N","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944965","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944966","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944967","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944968","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944969","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944970","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944971","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944972","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944973","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944974","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944975","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944976","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944977","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944978","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944013","944979","Regulatory Action","2682","Firm","Y","MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY"
"944450","945570","Civil Judicial Action","4477967","Individual","Y","HILL, BENJAMIN, VINCENT"
"944540","945607","Regulatory Action","","Firm","N","BANK OF MONTREAL"
"944540","945607","Regulatory Action","","Firm","N","BMO FINANCIAL CORP"
"944952","946154","Regulatory Action","2885924","Individual","Y","HIRST, LAURA, MICHELLE"
"944952","946155","Regulatory Action","6439388","Individual","N","SHANNON, MARY, KEHOE"
"944952","946158","Regulatory Action","2672014","Individual","Y","MORRIS, NANCY, MARIE"
"944952","946159","Regulatory Action","5749429","Individual","Y","EIKENBERRY, DAVID, KEITH"
"944952","946160","Regulatory Action","6070025","Individual","Y","HUGHES, MARY WELBY, SCOTT"
"945051","946243","Regulatory Action","","Firm","N","CREDIT AGRICOLE SA"
"945051","946244","Regulatory Action","","Firm","N","SOCIETE GENERALE"
"945051","946245","Regulatory Action","","Firm","N","SOCIETE GENERALE"
"945051","946246","Regulatory Action","","Firm","N","SOCIETE GENERALE"
"945051","946247","Regulatory Action","","Firm","N","SOCIETE GENERALE"
"945051","946248","Regulatory Action","","Firm","N","SOCIETE GENERALE"
"945051","946249","Regulatory Action","","Firm","N","SG ASSET MANAGEMENT"
"945051","946250","Regulatory Action","","Firm","N","SOCIETE GENERALE"
"945051","963975","Regulatory Action","","Firm","N","CREDIT AGRICOLE SA"
"945057","946252","Civil Judicial Action","840","Firm","Y","COLUMBIA MANAGEMENT INVESTMENT DISTRIBUTORS, INC."
"945057","946252","Civil Judicial Action","104718","Firm","Y","J. & W. SELIGMAN & CO. INCORPORATED"
"945057","946252","Civil Judicial Action","","Firm","Y",""
"945057","946253","Regulatory Action","","Firm","N","AMERIPRISE FINANCIAL, INC."
"945057","946254","Regulatory Action","","Firm","N","AMERICAN EXPRESS FINANCIAL CORPORATION (NOW KNOWN AS AMERIPRISE FINANCIAL, INC.)"
"945057","946255","Regulatory Action","","Firm","N","AMERICAN EXPRESS FINANCIAL CORPORATION (NOW KNOWN AS AMERIPRISE FINANCIAL, INC."
"945790","946959","Regulatory Action","262303","Individual","Y","JOSEPH, ROBERT, RAYMOND"
"945790","946960","Regulatory Action","1058581","Individual","Y","OFTRING, ROBERT, JOSEPH"
"946173","948128","Civil Judicial Action","","Firm","N","PRUDENTIAL FINANCIAL, INC."
"946361","947881","Regulatory Action","","Firm","N","FMR LLC"
"946361","947882","Regulatory Action","4141582","Individual","Y","BOWEN, ROBERT, LYNN"
"946361","947883","Regulatory Action","","Firm","N","FMR LLC"
"946361","947884","Regulatory Action","","Firm","N","FMR, LLC"
"946491","947976","Regulatory Action","","Firm","N","BLACKROCK, INC."
"946491","947977","Regulatory Action","107105","Firm","Y","BLACKROCK FINANCIAL MANAGEMENT, INC"
"946491","947978","Regulatory Action","","Firm","N","BLACKROCK INC"
"946491","947979","Regulatory Action","","Firm","N","BLACKROCK, INC."
"946491","947980","Regulatory Action","","Firm","N","BLACKROCK, INC."
"946491","947981","Regulatory Action","","Firm","N","BLACKROCK, INC."
"946491","947982","Regulatory Action","","Firm","N","BLACKROCK, INC."
"946491","947983","Regulatory Action","","Firm","N","BLACKROCK, INC."
"946491","947984","Regulatory Action","","Firm","N","BLACKROCK, INC."
"946491","947985","Regulatory Action","","Firm","N","BLACKROCK, INC."
