"FilingID","SchA-3","Schedule","Full Legal Name","DE/FE/I","Entity in Which","Title or Status","Status Acquired","Ownership Code","Control Person","PR","OwnerID"
1043521,"","B","ST. MARY, JEFFREY, J","I","SEAWARD MANAGEMENT LIMITED PARTNERSHIP","TRUSTEE",01/2011,"F","Y","N","5125730"
1043521,"","B","PETERSEN, STEPHEN, REINHOLD","I","SEAWARD MANAGEMENT LIMITED PARTNERSHIP","TRUSTEE",07/2015,"F","Y","N","6286739"
1042027,"N","A","CHIASSON, ANTHONY, ROCCO","I","","SENIOR MANAGING MEMBER",05/2016,"E","Y","N","2813892"
1042027,"N","A","SCHWARTZ, NEIL","I","","GENERAL COUNSEL/CHIEF COMPLIANCE OFFICER",06/2016,"NA","Y","N","5205788"
1042027,"N","A","ABEL, MARC, DAVID","I","","CHIEF FINANCIAL OFFICER",07/2016,"NA","Y","N","4960469"
1042027,"N","A","Vasavada, Chirag, Girish","I","","DIRECTOR OF RESEARCH",05/2016,"NA","Y","N","6692230"
1042045,"","B","ALLIANZ EUROPE B.V.","FE","ALLIANZ OF AMERICA, INC.","SOLE STOCKHOLDER",06/2012,"E","N","N","00-0000000"
1042045,"","B","ALLIANZ OF AMERICA, INC.","DE","ALLIANZ ASSET MANAGEMENT  OF AMERICA LLC","MEMBER",05/2000,"E","N","N","13-2883190"
1042045,"","B","ALLIANZ ASSET MANAGEMENT  OF AMERICA LLC","DE","ALLIANZ ASSET MANAGEMENT OF AMERICA L.P.","PARTNER",12/2009,"E","Y","N","06-1605361"
1042045,"Y","A","ALLIANZ GLOBAL INVESTORS  U.S. HOLDINGS LLC","DE","","MEMBER",12/2011,"E","Y","N","33-0977088"
1042045,"","B","ALLIANZ ASSET MANAGEMENT OF AMERICA L.P.","DE","ALLIANZ GLOBAL INVESTORS  U.S. HOLDINGS LLC","MEMBER",12/2011,"E","Y","N","06-1349805"
1042045,"","B","ALLIANZ SE","FE","ALLIANZ EUROPE B.V.","SOLE STOCKHOLDER",06/2012,"E","Y","N","98-0122343"
1042045,"Y","A","CARROLL, JOHN, CHARLES","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",01/2013,"NA","Y","N","1662116"
1042045,"Y","A","CLAUSSEN, BARBARA, RUTH","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",01/2013,"NA","Y","N","2230890"
1042045,"Y","A","FISCHER, BENNO, JOHN","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",01/2013,"NA","Y","N","2198753"
1042045,"Y","A","FORSYTH, DOUGLAS, GORMAN","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",01/2013,"NA","Y","N","2238248"
1042045,"Y","A","LOHRFINK, JILL, ELLEN","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",01/2013,"NA","Y","N","1191413"
1042045,"Y","A","KOO, PAUL","I","","CHIEF COMPLIANCE OFFICER",02/2013,"NA","Y","N","1784638"
1042045,"Y","A","UTERMANN, ANDREAS, ERNST FERDINAND","I","","MEMBER, MANAGEMENT BOARD OF ALLIANZ GLOBAL INVESTORS GMBH",01/2012,"NA","Y","N","6044425"
1042045,"Y","A","JOBSON, DAVID, BOYD","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",02/2014,"NA","Y","N","4800715"
1042045,"Y","A","BENGTSON-OLIVIERI, ERIN","I","","MANAGING DIRECTOR AND CHIEF FINANCIAL OFFICER",04/2014,"NA","Y","N","2809467"
1042045,"Y","A","BENGTSON-OLIVIERI, ERIN","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",04/2014,"NA","Y","N","2809467"
1042045,"Y","A","BONANNO, PETER, VICTOR","I","","MANAGING DIRECTOR AND CHIEF LEGAL OFFICER",12/2014,"NA","Y","N","2025458"
1042045,"Y","A","CARLINO, GIORGIO","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",10/2015,"NA","Y","N","6566621"
1042045,"Y","A","KUMAR, SATYAJIT, SIDDHARTH","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",10/2015,"NA","Y","N","6566622"
1042045,"Y","A","GRAU, WILLIAM, EDWARD","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",01/2016,"NA","Y","N","4751188"
1042045,"Y","A","EU, ANDREW, DOUGLAS","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",01/2016,"NA","Y","N","4352318"
1042045,"Y","A","BONANNO, PETER, VICTOR","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLBOAL INVESTORS U.S. HOLDINGS LLC",03/2016,"NA","Y","N","2025458"
1042045,"Y","A","PARKER, JEFFREY, DONALD","I","","MEMBER, EXECUTIVE COMMITTEE, ALLIANZ GLOBAL INVESTORS U.S. HOLDINGS LLC",06/2016,"NA","Y","N","2776739"
1044210,"N","A","STAHR, MATTHEW, GERARD","I","","CHIEF COMPLIANCE OFFICER",08/2013,"NA","Y","N","2689806"
1044210,"N","A","MARS, JAMES, MARSHALL","I","","MANAGING PRINCIPAL",08/2013,"E","Y","N","1492554"
1044210,"N","A","SUSANIN, ANDREW, HUGHES","I","","PARTNER",08/2013,"A","N","N","2991266"
1044210,"N","A","WAGGONER, JIMMY, EDWARD","I","","PARTNER",08/2013,"A","N","N","2211077"
1044210,"N","A","PETERSON, DONALD, PETE","I","","PARTNER",08/2013,"A","N","N","4402496"
1043929,"N","A","BUTLER, MICHAEL, JAMES","I","","CHIEF COMPLIANCE OFFICER/ CHIEF EXECUTIVE OFFICER/ SHAREHOLDER/CHAIRMAN",07/2016,"C","N","N","6318239"
1044194,"N","A","FOWLER, MICHAEL EDWARD","I","","ROP",09/2008,"NA","Y","N","2486220"
1044194,"N","A","SEXTON, GUY LEONARD","I","","EVP/DIRECTOR",08/1985,"NA","Y","N","1204541"
1044194,"N","A","BURNS, LILLIAN ENFINGER","I","","SENIOR VICE PRESIDENT AND DIRECTOR OF COMPLIANCE FOR FMS",07/1987,"NA","Y","N","1430853"
1044194,"N","A","VARNER, ROBERT PARKER","I","","EVP & DIRECTOR",04/1997,"NA","Y","N","2192715"
1044194,"N","A","WEST, CHARLES GLEN","I","","FINANCIAL PRINCIPAL/CHIEF FINANCIAL OFFICER",07/1998,"NA","Y","N","3042519"
1044194,"N","A","SYNOVUS FINANCIAL CORP.","DE","","SYNOVUS SECURITIES, INC  PARENT",08/2001,"E","Y","Y","58-1134883"
1044194,"N","A","SINGLETON, JEFFERY BARTON","I","","PRESIDENT/CEO",04/2006,"NA","Y","N","2122679"
1044194,"N","A","WALL, JAMES THOMAS JR","I","","BOND TRADING MANAGER/DIRECTOR",04/2006,"NA","Y","N","1228535"
1044194,"N","A","GUNDERSON, GENE FREDERICK","I","","CHIEF COMPLIANCE OFFICER",03/2010,"NA","Y","N","2914172"
1044194,"N","A","LAW, ROBERT WARD","I","","PRESIDENT - CFG DIVISION",01/2011,"NA","Y","N","1399885"
1044465,"N","A","BROOKS, EDWIN, JAMES","I","","VICE PRESIDENT",09/1997,"B","Y","N","4352570"
1044465,"N","A","JOHNSON, TIMOTHY, OWEN","I","","TREASURER",04/1988,"B","Y","N","4352599"
1044465,"N","A","OVERHOLT, KENNETH, JAMES","I","","VICE PRESIDENT",09/1997,"B","Y","N","4352610"
1044465,"N","A","JORDAN, THOMAS, JOSEPH","I","","PRESIDENT",04/1988,"B","Y","N","4352603"
1044465,"N","A","MINTA, PAUL, ANTHONY","I","","CHIEF COMPLIANCE OFFICER",07/2005,"B","Y","N","2775222"
1044465,"N","A","POWERS, MARY, ANNE","I","","SECRETARY",07/2010,"B","Y","N","4519723"
1044465,"N","A","MAQUET, REBECCA","I","","VICE PRESIDENT",07/2008,"B","Y","N","5647857"
1044465,"N","A","CICERO, TERRENCE, JOHN","I","","VICE PRESIDENT",07/2012,"B","Y","N","5346175"
1044465,"N","A","KOLZOW, PATRICK, W.","I","","VICE PRESIDENT",07/2013,"B","Y","N","6231226"
1044465,"N","A","CORSO, CAMILLA, CATHERINE","I","","VICE PRESIDENT",07/2015,"B","Y","N","5917600"
1044472,"Y","A","CRAVILLION, BETH ANN","I","","DIRECTOR OF SUPPORT SERVICES",12/2004,"NA","N","N","4770231"
1044472,"Y","A","LAU, TIMOTHY JOSEPH","I","","DIRECTOR - BOARD OF DIRECTORS",01/2011,"NA","Y","N","6060026"
1044472,"Y","A","WATSON, ROBERT TIMOTHY","I","","DIRECTOR, TREASURER",05/2012,"NA","Y","N","6083730"
1044472,"Y","A","KUIPERS, MICHAEL DAVID","I","","PRESIDENT & CEO",07/2015,"NA","Y","N","2436388"
1044472,"Y","A","BOHN, WILLIAM MICHAEL","I","","CHAIRMAN - BOARD OF DIRECTORS",07/2015,"NA","Y","N","2133748"
1044472,"Y","A","PECORA, ANTHONY PHILIP","I","","CHIEF COMPLIANCE OFFICER",10/2015,"NA","N","N","2975013"
1044472,"Y","A","HICKEY, PATRICK JAMES","I","","DIRECTOR - BOARD OF DIRECTORS",01/2016,"NA","Y","N","4041434"
1044472,"Y","A","STEIN, DAVID LEWIS","I","","DIRECTOR - BOARD OF DIRECTORS",01/2011,"NA","Y","N","6060045"
1044472,"","B","ASSOCIATED BANK, N.A.","DE","ASSOCIATED TRUST COMPANY, N.A.","SOLE SHAREHOLDER",05/2016,"E","Y","N","39-1941673"
1044472,"","B","ASSOCIATED BANC-CORP","DE","ASSOCIATED BANK, N.A.","SOLE SHAREHOLDER",01/1995,"E","Y","Y","39-1098068"
1044472,"Y","A","ASSOCIATED TRUST COMPANY, N.A.","DE","","SOLE SHAREHOLDER",05/2016,"E","Y","N","39-1564826"
1044472,"Y","A","HANSEN, GWENN ELIZABETH","I","","PRINCIPAL, FINANCIAL REPORTING",06/2016,"NA","N","N","4516109"
1044483,"N","A","WHITE, JAMES, BARKER","I","","MANAGING MEMBER",10/2016,"C","Y","N","4382100"
1044483,"N","A","GILBRETH, STEPHEN, MICHAEL","I","","MANAGING MEMBER",10/2016,"C","Y","N","3248269"
1044483,"N","A","STURNER, STEVEN, BRUCE","I","","MANAGING MEMBER & CHIEF COMPLIANCE OFFICER",10/2016,"C","Y","N","2140401"
1043626,"N","A","BURCZYK, GABRIEL, FRITZ","I","","PRESIDENT",03/2000,"E","Y","N","1537995"
1043626,"N","A","DEVOL, VALERIE, DAWN","I","","CHIEF OPERATING OFFICER AND CHIEF COMPLIANCE OFFICER",10/2005,"NA","N","N","3193896"
1042105,"Y","A","FMR LLC","DE","","MEMBER",01/2007,"E","Y","N","04-2507163"
1042105,"","B","CURVEY, JAMES, C (MI ONLY)","I","FMR LLC","DIRECTOR",02/1990,"F","Y","N","2293087"
1042105,"","B","JOHNSON, EDWARD, C (MI ONLY)","I","FMR LLC","DIRECTOR",10/1972,"F","Y","N","1367269"
1042105,"","B","JOHNSON, ABIGAIL, P","I","FMR LLC","DIRECTOR",05/1994,"F","Y","N","4340399"
1042105,"","B","JOHNSON IV, EDWARD, C (MI ONLY)","I","FMR LLC","DIRECTOR",04/2006,"F","Y","N","5305256"
1042105,"","B","REMONDI, JOHN, J (MI ONLY)","I","FMR LLC","DIRECTOR",04/2006,"F","Y","N","4348172"
1042105,"Y","A","HENSE, THOMAS, (NMN)","I","","DIRECTOR & PRESIDENT",07/2008,"NA","Y","N","5638986"
1042105,"Y","A","DAILEY, WILLIAM, ERIC","I","","CHIEF OPERATING OFFICER OF ASSET MANAGEMENT, EXECUTIVE VICE PRESIDENT",05/2014,"NA","Y","N","5226182"
1042105,"Y","A","WONDRACK, LINDA, JEAN","I","","CHIEF COMPLIANCE OFFICER",04/2012,"NA","Y","N","1589187"
1042105,"Y","A","MOLLENHAUER, MARK, ERIC","I","","VICE PRESIDENT",04/2012,"NA","N","N","2395658"
1042105,"Y","A","MORRISON, CHARLES, S (MI ONLY)","I","","PRESIDENT OF ASSET MANAGEMENT",03/2014,"NA","Y","N","4650274"
1042105,"Y","A","IRVING, WILLIAM, WOOD","I","","VICE PRESIDENT",09/2015,"NA","N","N","6558831"
1042105,"Y","A","RAYMOND, JEAN, MARIE","I","","CHIEF FINANCIAL OFFICER OF ASSET MANAGEMENT, TREASURER",05/2014,"NA","Y","N","4148581"
1042105,"","B","WILENS, MICHAEL, E (MI ONLY)","I","FMR LLC","DIRECTOR",10/2014,"F","Y","N","5653418"
1042105,"","B","MCGRAW, GERARD, J.","I","FMR LLC","DIRECTOR",10/2014,"F","Y","N","4713963"
1042105,"Y","A","DONOVAN, JULIE, MADELIENE","I","","CHIEF OPERATING OFFICER",05/2016,"NA","Y","N","6710905"
1042105,"Y","A","WEAVER, MICHAEL, KENNETH","I","","VICE PRESIDENT",05/2016,"NA","N","N","3145848"
1036721,"N","A","FOSTER, ELYSE, DOLPH","I","","PRESIDENT",04/1999,"E","Y","N","1064471"
1036721,"N","A","FOSTER, ELYSE, DOLPH","I","","CHIEF COMPLIANCE OFFICER",08/2004,"E","Y","N","1064471"
1036721,"N","A","MILLER, MEGAN, FOSTER","I","","VICE PRESIDENT OF OPERATIONS",01/2015,"B","N","N","5818119"
1045184,"N","A","WAKE FOREST UNIVERSITY","DE","","SOLE MEMBER",10/2013,"E","Y","N","56-0532138"
1045184,"N","A","DUNN, JAMES, J","I","","CHIEF EXECUTIVE OFFICER, CHIEF INVESTMENT OFFICER",10/2013,"NA","Y","N","2719819"
1045184,"N","A","THOMAS, CRAIG","I","","VICE PRESIDENT, TREASURER, MANAGING DIRECTOR",10/2013,"NA","Y","N","6331383"
1045184,"N","A","WEST, VICKI, J","I","","VICE PRESIDENT, SECRETARY, CHIEF OPERATING OFFICER",10/2013,"NA","Y","N","4213038"
1045184,"N","A","DUPREE, DAVID, WRIGHT","I","","MEMBER, BOARD OF MANAGERS",10/2013,"NA","Y","N","1180421"
1045184,"N","A","HELVEY, JAMES, R","I","","MEMBER, BOARD OF MANAGERS",10/2013,"NA","Y","N","5156968"
1045184,"N","A","SINK, ADELAIDE, ALEXANDER","I","","MEMBER, BOARD OF MANAGERS",06/2014,"NA","Y","N","5953225"
1045184,"N","A","REINEMUND, STEVEN, S","I","","MEMBER, BOARD OF MANAGERS",06/2014,"NA","Y","N","3086586"
1045184,"N","A","MILAM, BRUCE, HOFLER","I","","MEMBER, BOARD OF MANAGERS",06/2014,"NA","Y","N","6390863"
1045184,"N","A","BROCKWAY, PETER, CRAIG","I","","MEMBER, BOARD OF MANAGERS",06/2014,"NA","Y","N","1623336"
1045184,"N","A","SUTTON, BENJAMIN, CONRAD","I","","MEMBER, BOARD OF MANAGERS",06/2014,"NA","Y","N","6390865"
1045184,"N","A","WILLIAMS, JAMES, THOMAS","I","","MEMBER, BOARD OF MANAGERS",06/2014,"NA","Y","N","6390866"
1045184,"N","A","LANGLEY, BEVERLY, JEAN","I","","CHIEF COMPLIANCE OFFICER",12/2014,"NA","N","N","1195340"
1045184,"N","A","DUNCAN, PETER, GARFIELD","I","","PRESIDENT",05/2016,"NA","Y","N","4721012"
1045644,"N","A","HORTER, DREW, KENT","I","","PRESIDENT / CEO",05/1991,"E","Y","N","1049771"
1044808,"N","A","MARTIN, JUDITH, POTTS","I","","MANAGING MEMBER",01/2014,"C","Y","N","1206448"
1044808,"N","A","WORLEY, BRIAN, ANDREW","I","","MANAGING MEMBER/CCO",01/2014,"D","Y","N","2649692"
1045644,"N","A","HORTER, KIRK","I","","DIRECTOR OF OPERATIONS",03/2008,"NA","Y","N","5520368"
1045644,"N","A","HELMES-SNEED, JUDITH, LYNNE","I","","DIRECTOR OF TECHNOLOGY & BUSINESS DEVELOPMENT",03/2008,"NA","Y","N","5520374"
1045644,"N","A","LONG, JASON, DAVID","I","","CHIEF COMPLIANCE OFFICER",04/2016,"NA","Y","N","5307590"
1045572,"N","A","HEKSTER, TOBIAS, BENJAMIN","I","","DIRECTOR",02/2016,"NA","Y","N","5051582"
1045572,"N","A","CORNELISSEN, JOHAN, MARIANUS CECIL","I","","TREASURER AND SECRETARY",02/2016,"NA","N","N","4644165"
1045572,"N","A","TRUE PARTNER SINGAPORE HOLDING PTE LTD","FE","","OWNER",02/2016,"E","Y","N","FOREIGN ENTITY"
1045572,"N","A","VAN PUT, RALPH, PAUL JOHAN","I","","DIRECTOR",02/2016,"NA","Y","N","6638679"
1045572,"N","A","BONAMASSA, SAMANTHA, NMN","I","","INTERIM CHIEF COMPLIANCE OFFICER",10/2016,"NA","Y","N","6715718"
1045635,"N","A","MILLER, LOWELL, GLASER","I","","CHIEF INVESTMENT OFFICER",08/1988,"D","Y","N","2183374"
1045635,"N","A","HAMADA, HELEN","I","","SENIOR ADVISOR",09/2015,"B","Y","N","2415331"
1045635,"N","A","SPRATT, BRYAN, JOSEPH","I","","PORTFOLIO MANAGER/RESEARCH ANALYST",03/2006,"A","Y","N","2588288"
1045635,"N","A","LESLIE, JOHN, E","I","","PORTFOLIO MANAGER/RESEARCH ANALYST",03/2006,"A","Y","N","5166569"
1045635,"N","A","CHUN, LEE SIK, STEVE","I","","EXECUTIVE VICE PRESIDENT-CLIENT SERVICE/OPERATIONS",03/2006,"A","Y","N","1887318"
1045635,"N","A","GILLY, ANNEMARIE","I","","CHIEF OPERATING OFFICER",02/2011,"NA","Y","N","848725"
1045635,"N","A","BROOK, PAUL, ANDREW","I","","CHIEF FINANCIAL OFFICER",09/2015,"NA","Y","N","3005182"
1045635,"N","A","TROXELL, DANA, CHASE","I","","PRESIDENT/VICE PRESIDENT OF THE BOARD",04/2014,"NA","Y","N","2929779"
1045635,"N","A","WHEELER, GERALD, WILLIS","I","","GENERAL COUNSEL/CHIEF COMPLIANCE OFFICER",09/2015,"NA","Y","N","2510139"
1045635,"N","A","YOUNG, ROGER, GEORGE","I","","PORTFOLIO MANAGER/RESEARCH ANALYST",03/2011,"NA","Y","N","475184"
1045704,"N","A","CLAYMAN, MICHELLE, RACHEL","I","","MEMBER, MANAGER",01/1986,"D","Y","N","873192"
1045704,"N","A","PAULL, NATHANIEL, H","I","","MEMBER, SENIOR PORTFOLIO MANAGER",04/1996,"C","Y","N","1884308"
1045704,"N","A","BOWEN, CHRISTOPHER, PHILLIPS THOMAS","I","","MEMBER, HEAD OF OPERATIONS, CCO",01/2003,"A","N","N","4646383"
1045704,"N","A","LEE, WILLIAM","I","","MEMBER, CHIEF FINANCIAL OFFICER",01/2012,"NA","N","N","6041369"
1045704,"N","A","HINGHER, JOHN, FRANK","I","","MEMBER",01/2012,"NA","N","N","2908321"
1045704,"N","A","HOANG, HUNG, QUOC","I","","MEMBER",01/2012,"NA","N","N","4514787"
1045729,"Y","A","MADRIGAL, GEORGE","I","","PRESIDENT AND CEO",08/2009,"C","Y","N","3204950"
1045729,"Y","A","CASTELLI, ANTHONY","I","","CHIEF COMPLIANCE OFFICER AND RISK MANAGER",08/2011,"NA","Y","N","4409925"
1045729,"Y","A","PENSERRA FINANCIAL VENTURES","DE","","HOLDING COMPANY",11/2015,"B","N","N","47-5328987"
1045729,"Y","A","LEWELLYN, DUSTIN, ALLEN","I","","MANAGING DIRECTOR",09/2014,"C","Y","N","4211012"
1045729,"","B","MADRIGAL, GEORGE","I","PENSERRA SECURITIES LLC","PRESIDENT",12/2007,"C","Y","N","3204950"
1045729,"Y","A","TONG, ERNESTO, DAVID","I","","MANAGING DIRECTOR",03/2016,"NA","N","N","5414392"
1046923,"Y","A","SABRE, MICHAEL, JOSEPH","I","","CHIEF COMPLIANCE OFFICER, CHIEF FINANCIAL OFFICER",05/2011,"NA","N","N","2018993"
1046923,"Y","A","DALTON CAPITAL, LLC","DE","","MEMBER",05/2011,"D","N","N","010781861"
1046923,"Y","A","ANDERSON, GREG, DAVID","I","","MANAGER,  MEMBER, CHIEF INVESTMENT OFFICER",05/2011,"B","Y","N","2318332"
1046923,"Y","A","SABRE, JOHN, LEONARD","I","","MANAGER, CHIEF EXECUTIVE OFFICER",05/2011,"NA","Y","N","1295430"
1046923,"","B","SABRE, JOHN, LEONARD","I","DALTON CAPITAL, LLC","MANAGER",08/2007,"F","Y","N","1295430"
1046923,"","B","SABRE, LYNN, VIRGINIA","I","DALTON CAPITAL, LLC","MEMBER",08/2007,"E","N","N","5656167"
1037487,"Y","A","ALREAD, MICHAEL, LEE","I","","MEMBER",04/1998,"B","Y","N","2403699"
1037487,"Y","A","CLAY, NICHOLAS, ANDREW","I","","MEMBER",01/2011,"B","Y","N","5389805"
1037487,"Y","A","OLANDER, LAUREN, SHOCKLEY","I","","CHIEF COMPLIANCE OFFICER",10/2014,"NA","N","N","6439286"
1037487,"Y","A","SCB PARTNERSHIP","DE","","MEMBER",11/2010,"D","Y","N","27-3947589"
1037487,"","B","MCMURRAY, TRAVIS, STANTON","I","SCB PARTNERSHIP","GENERAL PARTNER",11/2010,"F","Y","N","4766856"
1037487,"","B","BLACKBURN, JEFFREY, JOE","I","SCB PARTNERSHIP","GENERAL PARTNER",11/2010,"F","Y","N","4458845"
1037487,"","B","MCMURRAY, KAREN, CHILDRESS","I","SCB PARTNERSHIP","GENERAL PARTNER",11/2010,"F","Y","N","4458849"
1037487,"","B","GREER, THOMAS, SAMUAL","I","SCB PARTNERSHIP","GENERAL PARTNER",11/2010,"F","Y","N","4458851"
1037487,"","B","STEAGALL-JONES, MELISSA, SHAWN","I","SCB PARTNERSHIP","GENERAL PARTNER",11/2010,"F","Y","N","4497247"
1037487,"","B","FARMER, WADE, HARRISON","I","SCB PARTNERSHIP","GENERAL PARTNER",11/2010,"F","Y","N","4642650"
1037487,"","B","HUFFMAN, CHARLES, ROY","I","SCB PARTNERSHIP","GENERAL PARTNER",11/2010,"F","Y","N","5283472"
1037487,"","B","KISNER, CHAD, THOMAS","I","SCB PARTNERSHIP","GENERAL PARTNER",11/2010,"F","Y","N","5768265"
1037487,"","B","PETERS, KEVIN, ROBINSON","I","SCB PARTNERSHIP","GENERAL PARTNER",11/2010,"F","Y","N","5768271"
1037487,"","B","HATFIELD, JAMES, ANDREW","I","SCB PARTNERSHIP","GENERAL PARTNER",01/2012,"F","Y","N","6167532"
1037487,"","B","EDDY, MICHAEL, F","I","SCB PARTNERSHIP","GENERAL PARTNER",12/2015,"F","Y","N","3165784"
1045326,"Y","A","STREUR, JOHN, HENRY","I","","DIRECTOR, PRESIDENT, CHIEF EXECUTIVE OFFICER & CHIEF COMPLIANCE OFFICER",01/2015,"NA","Y","N","1251132"
1045978,"N","A","O'DONNELL, RYAN, TIMOTHY","I","","MANAGING MEMBER/CHIEF COMPLIANCE OFFICER",03/2012,"E","Y","N","4950283"
1045326,"Y","A","CALVERT INVESTMENTS, INC.","DE","","SHAREHOLDER",07/1982,"E","Y","N","52-1241826"
1045326,"","B","AMERITAS MUTUAL HOLDING COMPANY","DE","AMERITAS HOLDING COMPANY","SHAREHOLDER",01/2006,"E","Y","N","47-0810165"
1045326,"","B","AMERITAS HOLDING COMPANY","DE","AMERITAS LIFE INSURANCE CORPORATION","SHAREHOLDER",06/2010,"E","Y","N","47-0806844"
1045326,"","B","AMERITAS LIFE INSURANCE CORPORATION","DE","CALVERT INVESTMENTS, INC.","SHAREHOLDER",06/2010,"E","Y","N","47-0098400"
1045326,"Y","A","BENJAMIN, VICKI, STEINBERG","I","","DIRECTOR, EXECUTIVE VICE PRESIDENT,CHIEF FINANCIAL OFFICER, CHIEF ADMINSTRATIVE OFFICER",10/2015,"NA","Y","N","4819481"
1045326,"Y","A","EAMES, ANTHONY, STUART","I","","SENIOR VICE PRESIDENT- WHOLESALE SALES",11/1995,"NA","Y","N","2700583"
1046716,"Y","A","THENELL, LISA, MARIE","I","","CHIEF COMPLIANCE OFFICER",05/2008,"NA","N","N","2008781"
1046716,"Y","A","MANNING & NAPIER GROUP","DE","","MEMBER",04/2016,"E","Y","N","45-3328488"
1046716,"","B","MANNING, WILLIAM","I","M&N GROUP HOLDINGS, LLC","MANAGING MEMBER",06/2011,"D","Y","N","1552093"
1046716,"","B","RAINIER INVESTMENT MANAGEMENT, INC.","DE","RAINIER INVESTMENT MANAGEMENT, LP","GENERAL PARTNER",04/2016,"F","Y","N","38-3925128"
